,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
41,2021-05-15,20:00,Premier League,Matchweek 36,Sat,Away,D,1,1,Brighton,1.1,0.9,48.0,,Declan Rice,4-2-3-1,Andre Marriner,Match Report,,15.0,2.0,16.9,0.0,0.0,0.0,2019,WestHamUnited
42,2021-05-19,20:15,Premier League,Matchweek 37,Wed,Away,W,3,1,West Brom,3.7,1.1,49.0,5371.0,Declan Rice,4-2-3-1,Michael Oliver,Match Report,,20.0,9.0,15.8,1.0,0.0,1.0,2019,WestHamUnited
43,2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,W,3,0,Southampton,1.6,1.5,37.0,10000.0,Declan Rice,4-2-3-1,Martin Atkinson,Match Report,,14.0,7.0,15.5,0.0,0.0,0.0,2019,WestHamUnited
0,2020-09-13,16:30,Premier League,Matchweek 1,Sun,Home,L,0,1,Everton,1.0,1.4,51.0,,Hugo Lloris,4-2-3-1,Martin Atkinson,Match Report,,10.0,5.0,11.6,0.0,0.0,0.0,2019,TottenhamHotspur
2,2020-09-20,12:00,Premier League,Matchweek 2,Sun,Away,W,5,2,Southampton,2.5,1.5,49.0,,Hugo Lloris,4-3-3,David Coote,Match Report,,9.0,6.0,17.5,0.0,0.0,0.0,2019,TottenhamHotspur
5,2020-09-27,14:00,Premier League,Matchweek 3,Sun,Home,D,1,1,Newcastle Utd,2.3,1.0,66.0,,Hugo Lloris,4-2-3-1,Peter Bankes,Match Report,,23.0,11.0,14.1,2.0,0.0,0.0,2019,TottenhamHotspur
8,2020-10-04,16:30,Premier League,Matchweek 4,Sun,Away,W,6,1,Manchester Utd,3.8,0.9,62.0,,Hugo Lloris,4-3-3,Anthony Taylor,Match Report,,21.0,7.0,15.8,1.0,1.0,1.0,2019,TottenhamHotspur
9,2020-10-18,16:30,Premier League,Matchweek 5,Sun,Home,D,3,3,West Ham,1.2,2.1,51.0,,Hugo Lloris,4-2-3-1,Paul Tierney,Match Report,,11.0,6.0,19.1,1.0,0.0,0.0,2019,TottenhamHotspur
11,2020-10-26,20:00,Premier League,Matchweek 6,Mon,Away,W,1,0,Burnley,0.8,0.6,61.0,,Hugo Lloris,4-2-3-1,Michael Oliver,Match Report,,8.0,3.0,14.5,0.0,0.0,0.0,2019,TottenhamHotspur
13,2020-11-01,19:15,Premier League,Matchweek 7,Sun,Home,W,2,1,Brighton,1.8,0.4,44.0,,Hugo Lloris,4-2-3-1,Graham Scott,Match Report,,8.0,2.0,17.1,1.0,1.0,1.0,2019,TottenhamHotspur
15,2020-11-08,12:00,Premier League,Matchweek 8,Sun,Away,W,1,0,West Brom,1.6,0.8,59.0,,Harry Kane,4-2-3-1,Andy Madley,Match Report,,19.0,5.0,16.6,1.0,0.0,0.0,2019,TottenhamHotspur
16,2020-11-21,17:30,Premier League,Matchweek 9,Sat,Home,W,2,0,Manchester City,0.7,1.3,33.0,,Hugo Lloris,4-2-3-1,Mike Dean,Match Report,,4.0,2.0,21.2,1.0,0.0,0.0,2019,TottenhamHotspur
18,2020-11-29,16:30,Premier League,Matchweek 10,Sun,Away,D,0,0,Chelsea,0.2,1.0,40.0,,Hugo Lloris,4-2-3-1,Paul Tierney,Match Report,,5.0,1.0,24.6,1.0,0.0,0.0,2019,TottenhamHotspur
20,2020-12-06,16:30,Premier League,Matchweek 11,Sun,Home,W,2,0,Arsenal,0.5,0.8,32.0,2000.0,Hugo Lloris,4-2-3-1,Martin Atkinson,Match Report,,6.0,3.0,20.2,1.0,0.0,0.0,2019,TottenhamHotspur
22,2020-12-13,14:15,Premier League,Matchweek 12,Sun,Away,D,1,1,Crystal Palace,1.1,1.2,56.0,2000.0,Hugo Lloris,4-2-3-1,Kevin Friend,Match Report,,14.0,6.0,20.5,3.0,0.0,0.0,2019,TottenhamHotspur
23,2020-12-16,20:00,Premier League,Matchweek 13,Wed,Away,L,1,2,Liverpool,1.3,1.2,25.0,2000.0,Hugo Lloris,4-4-2,Anthony Taylor,Match Report,,8.0,3.0,20.2,1.0,0.0,0.0,2019,TottenhamHotspur
24,2020-12-20,14:15,Premier League,Matchweek 14,Sun,Home,L,0,2,Leicester City,1.1,1.5,55.0,,Hugo Lloris,4-2-3-1,Craig Pawson,Match Report,,9.0,3.0,15.0,2.0,0.0,0.0,2019,TottenhamHotspur
26,2020-12-27,19:15,Premier League,Matchweek 15,Sun,Away,D,1,1,Wolves,0.4,1.0,45.0,,Hugo Lloris,3-4-1-2,Paul Tierney,Match Report,,7.0,3.0,14.9,1.0,0.0,0.0,2019,TottenhamHotspur
27,2021-01-02,12:30,Premier League,Matchweek 17,Sat,Home,W,3,0,Leeds United,2.6,1.0,38.0,,Hugo Lloris,4-2-3-1,David Coote,Match Report,,19.0,6.0,18.8,0.0,1.0,1.0,2019,TottenhamHotspur
30,2021-01-13,20:15,Premier League,Matchweek 16,Wed,Home,D,1,1,Fulham,2.3,0.9,52.0,,Hugo Lloris,4-2-3-1,Paul Tierney,Match Report,,15.0,6.0,15.2,1.0,0.0,0.0,2019,TottenhamHotspur
31,2021-01-17,14:00,Premier League,Matchweek 19,Sun,Away,W,3,1,Sheffield Utd,1.2,0.7,57.0,,Hugo Lloris,3-4-3,Andre Marriner,Match Report,,14.0,5.0,20.9,0.0,0.0,0.0,2019,TottenhamHotspur
33,2021-01-28,20:00,Premier League,Matchweek 20,Thu,Home,L,1,3,Liverpool,0.2,2.1,50.0,,Hugo Lloris,3-4-3,Martin Atkinson,Match Report,,3.0,2.0,34.9,0.0,0.0,0.0,2019,TottenhamHotspur
34,2021-01-31,19:15,Premier League,Matchweek 21,Sun,Away,L,0,1,Brighton,0.5,1.9,57.0,,Hugo Lloris,3-4-3,Peter Bankes,Match Report,,8.0,4.0,19.4,1.0,0.0,0.0,2019,TottenhamHotspur
35,2021-02-04,20:00,Premier League,Matchweek 22,Thu,Home,L,0,1,Chelsea,0.3,2.2,42.0,,Hugo Lloris,4-2-3-1,Andre Marriner,Match Report,,7.0,2.0,19.7,1.0,0.0,0.0,2019,TottenhamHotspur
36,2021-02-07,12:00,Premier League,Matchweek 23,Sun,Home,W,2,0,West Brom,1.5,0.4,65.0,,Hugo Lloris,4-2-3-1,Stuart Attwell,Match Report,,13.0,6.0,15.4,0.0,0.0,0.0,2019,TottenhamHotspur
38,2021-02-13,17:30,Premier League,Matchweek 24,Sat,Away,L,0,3,Manchester City,0.6,2.9,39.0,,Hugo Lloris,4-2-3-1,Paul Tierney,Match Report,,7.0,3.0,19.5,1.0,0.0,0.0,2019,TottenhamHotspur
40,2021-02-21,12:00,Premier League,Matchweek 25,Sun,Away,L,1,2,West Ham,1.2,1.1,67.0,,Hugo Lloris,4-2-3-1,Craig Pawson,Match Report,,20.0,4.0,18.4,2.0,0.0,0.0,2019,TottenhamHotspur
42,2021-02-28,14:00,Premier League,Matchweek 26,Sun,Home,W,4,0,Burnley,2.2,0.5,59.0,,Hugo Lloris,4-2-3-1,Kevin Friend,Match Report,,16.0,7.0,18.0,0.0,0.0,0.0,2019,TottenhamHotspur
43,2021-03-04,18:00,Premier League,Matchweek 33,Thu,Away,W,1,0,Fulham,1.4,0.8,41.0,,Hugo Lloris,4-2-3-1,David Coote,Match Report,,9.0,2.0,18.1,2.0,0.0,0.0,2019,TottenhamHotspur
44,2021-03-07,19:15,Premier League,Matchweek 27,Sun,Home,W,4,1,Crystal Palace,2.7,0.3,62.0,,Hugo Lloris,4-2-3-1,Stuart Attwell,Match Report,,12.0,5.0,11.6,1.0,0.0,0.0,2019,TottenhamHotspur
46,2021-03-14,16:30,Premier League,Matchweek 28,Sun,Away,L,1,2,Arsenal,0.6,1.7,48.0,,Hugo Lloris,4-2-3-1,Michael Oliver,Match Report,,6.0,2.0,17.2,2.0,0.0,0.0,2019,TottenhamHotspur
48,2021-03-21,19:30,Premier League,Matchweek 18,Sun,Away,W,2,0,Aston Villa,2.2,0.5,52.0,,Hugo Lloris,4-4-2,Mike Dean,Match Report,,8.0,2.0,18.4,0.0,1.0,1.0,2019,TottenhamHotspur
49,2021-04-04,14:05,Premier League,Matchweek 30,Sun,Away,D,2,2,Newcastle Utd,1.7,2.7,58.0,,Hugo Lloris,4-4-2,Craig Pawson,Match Report,,11.0,4.0,15.3,3.0,0.0,0.0,2019,TottenhamHotspur
50,2021-04-11,16:30,Premier League,Matchweek 31,Sun,Home,L,1,3,Manchester Utd,1.0,1.9,47.0,,Hugo Lloris,4-3-3,Chris Kavanagh,Match Report,,12.0,3.0,15.6,0.0,0.0,0.0,2019,TottenhamHotspur
51,2021-04-16,20:00,Premier League,Matchweek 32,Fri,Away,D,2,2,Everton,1.2,2.3,48.0,,Hugo Lloris,3-4-1-2,Michael Oliver,Match Report,,12.0,3.0,19.0,0.0,0.0,0.0,2019,TottenhamHotspur
52,2021-04-21,18:00,Premier League,Matchweek 29,Wed,Home,W,2,1,Southampton,1.8,0.8,62.0,,Hugo Lloris,4-2-3-1,David Coote,Match Report,,12.0,2.0,17.9,1.0,1.0,1.0,2019,TottenhamHotspur
54,2021-05-02,19:15,Premier League,Matchweek 34,Sun,Home,W,4,0,Sheffield Utd,2.0,0.5,66.0,,Hugo Lloris,4-2-3-1,Andre Marriner,Match Report,,20.0,10.0,18.7,2.0,0.0,0.0,2019,TottenhamHotspur
55,2021-05-08,12:30,Premier League,Matchweek 35,Sat,Away,L,1,3,Leeds United,1.0,2.6,48.0,,Hugo Lloris,4-2-3-1,Michael Oliver,Match Report,,11.0,3.0,16.5,1.0,0.0,0.0,2019,TottenhamHotspur
56,2021-05-16,14:05,Premier League,Matchweek 36,Sun,Home,W,2,0,Wolves,3.0,1.2,62.0,,Hugo Lloris,4-2-3-1,Martin Atkinson,Match Report,,24.0,11.0,15.8,1.0,0.0,0.0,2019,TottenhamHotspur
57,2021-05-19,18:00,Premier League,Matchweek 37,Wed,Home,L,1,2,Aston Villa,1.1,2.0,61.0,10000.0,Hugo Lloris,4-2-3-1,Craig Pawson,Match Report,,10.0,4.0,16.7,0.0,0.0,0.0,2019,TottenhamHotspur
58,2021-05-23,16:00,Premier League,Matchweek 38,Sun,Away,W,4,2,Leicester City,1.9,1.9,54.0,8000.0,Hugo Lloris,4-2-3-1,Anthony Taylor,Match Report,,11.0,4.0,13.8,0.0,0.0,0.0,2019,TottenhamHotspur
1,2020-09-12,12:30,Premier League,Matchweek 1,Sat,Away,W,3,0,Fulham,1.8,0.2,55.0,,Pierre-Emerick Aubameyang,3-4-3,Chris Kavanagh,Match Report,,13.0,5.0,13.6,2.0,0.0,0.0,2019,Arsenal
2,2020-09-19,20:00,Premier League,Matchweek 2,Sat,Home,W,2,1,West Ham,1.4,1.9,62.0,,Pierre-Emerick Aubameyang,3-4-3,Michael Oliver,Match Report,,6.0,3.0,15.3,0.0,0.0,0.0,2019,Arsenal
4,2020-09-28,20:00,Premier League,Matchweek 3,Mon,Away,L,1,3,Liverpool,1.2,3.2,33.0,,Pierre-Emerick Aubameyang,3-4-3,Craig Pawson,Match Report,,4.0,3.0,15.3,0.0,0.0,0.0,2019,Arsenal
6,2020-10-04,14:00,Premier League,Matchweek 4,Sun,Home,W,2,1,Sheffield Utd,0.4,0.2,63.0,,Pierre-Emerick Aubameyang,4-3-3,Lee Mason,Match Report,,6.0,5.0,16.7,0.0,0.0,0.0,2019,Arsenal
7,2020-10-17,17:30,Premier League,Matchweek 5,Sat,Away,L,0,1,Manchester City,0.9,1.5,41.0,,Pierre-Emerick Aubameyang,3-4-3,Chris Kavanagh,Match Report,,11.0,3.0,18.2,2.0,0.0,0.0,2019,Arsenal
9,2020-10-25,19:15,Premier League,Matchweek 6,Sun,Home,L,0,1,Leicester City,0.9,1.2,57.0,,Pierre-Emerick Aubameyang,3-4-3,Craig Pawson,Match Report,,12.0,4.0,13.2,1.0,0.0,0.0,2019,Arsenal
11,2020-11-01,16:30,Premier League,Matchweek 7,Sun,Away,W,1,0,Manchester Utd,1.1,0.3,47.0,,Pierre-Emerick Aubameyang,3-4-3,Mike Dean,Match Report,,6.0,1.0,22.7,0.0,1.0,1.0,2019,Arsenal
13,2020-11-08,19:15,Premier League,Matchweek 8,Sun,Home,L,0,3,Aston Villa,1.5,1.7,58.0,,Pierre-Emerick Aubameyang,3-4-3,Martin Atkinson,Match Report,,13.0,2.0,15.6,0.0,0.0,0.0,2019,Arsenal
14,2020-11-22,16:30,Premier League,Matchweek 9,Sun,Away,D,0,0,Leeds United,0.9,2.5,35.0,,Pierre-Emerick Aubameyang,4-2-3-1,Anthony Taylor,Match Report,,9.0,2.0,18.5,2.0,0.0,0.0,2019,Arsenal
16,2020-11-29,19:15,Premier League,Matchweek 10,Sun,Home,L,1,2,Wolves,1.2,1.4,56.0,,Pierre-Emerick Aubameyang,4-2-3-1,Michael Oliver,Match Report,,13.0,2.0,14.8,2.0,0.0,0.0,2019,Arsenal
18,2020-12-06,16:30,Premier League,Matchweek 11,Sun,Away,L,0,2,Tottenham,0.8,0.5,68.0,2000.0,Pierre-Emerick Aubameyang,4-4-2,Martin Atkinson,Match Report,,12.0,2.0,15.1,1.0,0.0,0.0,2019,Arsenal
20,2020-12-13,19:15,Premier League,Matchweek 12,Sun,Home,L,0,1,Burnley,1.5,0.9,65.0,2000.0,Pierre-Emerick Aubameyang,4-2-3-1,Graham Scott,Match Report,,18.0,6.0,15.8,0.0,0.0,0.0,2019,Arsenal
21,2020-12-16,18:00,Premier League,Matchweek 13,Wed,Home,D,1,1,Southampton,0.7,1.1,36.0,,Pierre-Emerick Aubameyang,3-4-3,Paul Tierney,Match Report,,9.0,4.0,21.1,0.0,0.0,0.0,2019,Arsenal
22,2020-12-19,17:30,Premier League,Matchweek 14,Sat,Away,L,1,2,Everton,1.4,0.8,57.0,,Rob Holding,3-4-3,Andre Marriner,Match Report,,13.0,2.0,17.7,1.0,1.0,1.0,2019,Arsenal
24,2020-12-26,17:30,Premier League,Matchweek 15,Sat,Home,W,3,1,Chelsea,2.1,2.3,41.0,,Héctor Bellerín,4-2-3-1,Michael Oliver,Match Report,,14.0,6.0,17.8,1.0,1.0,1.0,2019,Arsenal
25,2020-12-29,18:00,Premier League,Matchweek 16,Tue,Away,W,1,0,Brighton,1.2,0.8,50.0,,Pierre-Emerick Aubameyang,4-2-3-1,Martin Atkinson,Match Report,,11.0,3.0,14.2,1.0,0.0,0.0,2019,Arsenal
26,2021-01-02,20:00,Premier League,Matchweek 17,Sat,Away,W,4,0,West Brom,3.3,0.4,61.0,,Pierre-Emerick Aubameyang,4-2-3-1,Martin Atkinson,Match Report,,21.0,11.0,14.9,0.0,0.0,0.0,2019,Arsenal
28,2021-01-14,20:00,Premier League,Matchweek 18,Thu,Home,D,0,0,Crystal Palace,0.6,0.9,67.0,,Pierre-Emerick Aubameyang,4-2-3-1,Andre Marriner,Match Report,,12.0,4.0,18.7,0.0,0.0,0.0,2019,Arsenal
29,2021-01-18,20:00,Premier League,Matchweek 19,Mon,Home,W,3,0,Newcastle Utd,2.8,0.2,66.0,,Pierre-Emerick Aubameyang,4-2-3-1,David Coote,Match Report,,20.0,6.0,15.8,1.0,0.0,0.0,2019,Arsenal
31,2021-01-26,20:15,Premier League,Matchweek 20,Tue,Away,W,3,1,Southampton,2.0,1.2,43.0,,Héctor Bellerín,4-2-3-1,Kevin Friend,Match Report,,9.0,4.0,15.7,0.0,0.0,0.0,2019,Arsenal
32,2021-01-30,17:30,Premier League,Matchweek 21,Sat,Home,D,0,0,Manchester Utd,1.1,1.5,43.0,,Héctor Bellerín,4-2-3-1,Michael Oliver,Match Report,,17.0,3.0,19.9,3.0,0.0,0.0,2019,Arsenal
33,2021-02-02,18:00,Premier League,Matchweek 22,Tue,Away,L,1,2,Wolves,0.6,1.5,45.0,,Héctor Bellerín,4-2-3-1,Craig Pawson,Match Report,,9.0,3.0,18.5,0.0,0.0,0.0,2019,Arsenal
34,2021-02-06,12:30,Premier League,Matchweek 23,Sat,Away,L,0,1,Aston Villa,1.1,1.1,65.0,,Héctor Bellerín,4-2-3-1,Chris Kavanagh,Match Report,,15.0,4.0,16.5,1.0,0.0,0.0,2019,Arsenal
35,2021-02-14,16:30,Premier League,Matchweek 24,Sun,Home,W,4,2,Leeds United,2.4,0.7,47.0,,Pierre-Emerick Aubameyang,4-2-3-1,Stuart Attwell,Match Report,,12.0,4.0,18.0,0.0,1.0,1.0,2019,Arsenal
37,2021-02-21,16:30,Premier League,Matchweek 25,Sun,Home,L,0,1,Manchester City,0.3,2.0,44.0,,Pierre-Emerick Aubameyang,4-2-3-1,Jonathan Moss,Match Report,,6.0,1.0,19.9,0.0,0.0,0.0,2019,Arsenal
39,2021-02-28,12:00,Premier League,Matchweek 26,Sun,Away,W,3,1,Leicester City,2.2,0.5,57.0,,Alexandre Lacazette,4-2-3-1,Paul Tierney,Match Report,,11.0,3.0,19.6,0.0,1.0,1.0,2019,Arsenal
40,2021-03-06,12:30,Premier League,Matchweek 27,Sat,Away,D,1,1,Burnley,2.4,1.5,58.0,,Pierre-Emerick Aubameyang,4-2-3-1,Andre Marriner,Match Report,,15.0,2.0,14.8,0.0,0.0,0.0,2019,Arsenal
42,2021-03-14,16:30,Premier League,Matchweek 28,Sun,Home,W,2,1,Tottenham,1.7,0.6,52.0,,Alexandre Lacazette,4-2-3-1,Michael Oliver,Match Report,,12.0,2.0,20.9,0.0,1.0,1.0,2019,Arsenal
44,2021-03-21,15:00,Premier League,Matchweek 29,Sun,Away,D,3,3,West Ham,1.7,2.3,63.0,,Pierre-Emerick Aubameyang,4-2-3-1,Jonathan Moss,Match Report,,16.0,6.0,16.4,0.0,0.0,0.0,2019,Arsenal
45,2021-04-03,20:00,Premier League,Matchweek 30,Sat,Home,L,0,3,Liverpool,0.3,2.2,36.0,,Pierre-Emerick Aubameyang,4-2-3-1,Stuart Attwell,Match Report,,3.0,2.0,16.7,0.0,0.0,0.0,2019,Arsenal
47,2021-04-11,19:00,Premier League,Matchweek 31,Sun,Away,W,3,0,Sheffield Utd,2.2,0.5,55.0,,Alexandre Lacazette,4-2-3-1,Peter Bankes,Match Report,,14.0,5.0,18.0,1.0,0.0,0.0,2019,Arsenal
49,2021-04-18,13:30,Premier League,Matchweek 32,Sun,Home,D,1,1,Fulham,2.9,0.9,71.0,,Héctor Bellerín,4-2-3-1,Craig Pawson,Match Report,,18.0,5.0,15.1,1.0,0.0,0.0,2019,Arsenal
50,2021-04-23,20:00,Premier League,Matchweek 33,Fri,Home,L,0,1,Everton,0.9,0.8,59.0,,Rob Holding,4-2-3-1,Jonathan Moss,Match Report,,14.0,3.0,17.4,0.0,0.0,0.0,2019,Arsenal
52,2021-05-02,14:00,Premier League,Matchweek 34,Sun,Away,W,2,0,Newcastle Utd,1.9,0.2,61.0,,Pierre-Emerick Aubameyang,4-2-3-1,Mike Dean,Match Report,,19.0,4.0,15.5,1.0,0.0,0.0,2019,Arsenal
54,2021-05-09,19:00,Premier League,Matchweek 35,Sun,Home,W,3,1,West Brom,0.9,1.3,65.0,,Rob Holding,4-2-3-1,Peter Bankes,Match Report,,15.0,7.0,18.4,1.0,0.0,0.0,2019,Arsenal
55,2021-05-12,20:15,Premier League,Matchweek 36,Wed,Away,W,1,0,Chelsea,0.8,2.1,33.0,,Pierre-Emerick Aubameyang,3-4-3,Andre Marriner,Match Report,,5.0,2.0,19.9,0.0,0.0,0.0,2019,Arsenal
56,2021-05-19,19:00,Premier League,Matchweek 37,Wed,Away,W,3,1,Crystal Palace,1.3,1.0,67.0,6500.0,Pierre-Emerick Aubameyang,4-2-3-1,Anthony Taylor,Match Report,,6.0,3.0,13.7,0.0,0.0,0.0,2019,Arsenal
57,2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,W,2,0,Brighton,1.1,0.4,55.0,10000.0,Pierre-Emerick Aubameyang,4-2-3-1,Jonathan Moss,Match Report,,16.0,4.0,19.5,1.0,0.0,0.0,2019,Arsenal
0,2020-09-12,17:30,Premier League,Matchweek 1,Sat,Away,L,3,4,Liverpool,0.6,3.3,50.0,,Luke Ayling,4-1-4-1,Michael Oliver,Match Report,,6.0,3.0,17.5,1.0,0.0,0.0,2019,LeedsUnited
2,2020-09-19,15:00,Premier League,Matchweek 2,Sat,Home,W,4,3,Fulham,1.7,1.8,51.0,,Liam Cooper,4-1-4-1,Anthony Taylor,Match Report,,9.0,6.0,16.1,1.0,1.0,1.0,2019,LeedsUnited
3,2020-09-27,12:00,Premier League,Matchweek 3,Sun,Away,W,1,0,Sheffield Utd,1.6,1.6,63.0,,Liam Cooper,3-5-2,Paul Tierney,Match Report,,18.0,9.0,18.1,0.0,0.0,0.0,2019,LeedsUnited
4,2020-10-03,17:30,Premier League,Matchweek 4,Sat,Home,D,1,1,Manchester City,1.7,1.5,52.0,,Liam Cooper,4-5-1,Mike Dean,Match Report,,12.0,7.0,11.6,0.0,0.0,0.0,2019,LeedsUnited
5,2020-10-19,20:00,Premier League,Matchweek 5,Mon,Home,L,0,1,Wolves,1.6,0.5,66.0,,Luke Ayling,4-1-4-1,David Coote,Match Report,,13.0,2.0,12.0,0.0,0.0,0.0,2019,LeedsUnited
6,2020-10-23,20:00,Premier League,Matchweek 6,Fri,Away,W,3,0,Aston Villa,3.6,1.2,59.0,,Luke Ayling,4-4-1-1,Paul Tierney,Match Report,,28.0,9.0,16.3,1.0,0.0,0.0,2019,LeedsUnited
7,2020-11-02,20:00,Premier League,Matchweek 7,Mon,Home,L,1,4,Leicester City,1.0,3.5,67.0,,Liam Cooper,4-1-4-1,Andre Marriner,Match Report,,11.0,5.0,17.9,0.0,0.0,0.0,2019,LeedsUnited
8,2020-11-07,15:00,Premier League,Matchweek 8,Sat,Away,L,1,4,Crystal Palace,0.8,0.9,64.0,,Liam Cooper,3-5-1-1,Chris Kavanagh,Match Report,,9.0,3.0,17.4,1.0,0.0,0.0,2019,LeedsUnited
9,2020-11-22,16:30,Premier League,Matchweek 9,Sun,Home,D,0,0,Arsenal,2.5,0.9,65.0,,Liam Cooper,4-1-4-1,Anthony Taylor,Match Report,,25.0,4.0,17.0,0.0,0.0,0.0,2019,LeedsUnited
10,2020-11-28,17:30,Premier League,Matchweek 10,Sat,Away,W,1,0,Everton,2.9,1.6,58.0,,Liam Cooper,4-4-1-1,Chris Kavanagh,Match Report,,22.0,6.0,16.7,0.0,0.0,0.0,2019,LeedsUnited
11,2020-12-05,20:00,Premier League,Matchweek 11,Sat,Away,L,1,3,Chelsea,1.3,3.7,54.0,2000.0,Liam Cooper,4-4-1-1,Kevin Friend,Match Report,,9.0,3.0,15.5,0.0,0.0,0.0,2019,LeedsUnited
12,2020-12-11,20:00,Premier League,Matchweek 12,Fri,Home,L,1,2,West Ham,1.8,1.9,64.0,,Liam Cooper,4-1-4-1,Michael Oliver,Match Report,,12.0,6.0,15.9,0.0,1.0,1.0,2019,LeedsUnited
13,2020-12-16,18:00,Premier League,Matchweek 13,Wed,Home,W,5,2,Newcastle Utd,2.8,0.9,68.0,,Liam Cooper,4-1-4-1,Simon Hooper,Match Report,,25.0,9.0,15.7,0.0,0.0,0.0,2019,LeedsUnited
14,2020-12-20,16:30,Premier League,Matchweek 14,Sun,Away,L,2,6,Manchester Utd,1.7,4.0,59.0,,Liam Cooper,4-1-4-1,Anthony Taylor,Match Report,,18.0,5.0,14.0,0.0,0.0,0.0,2019,LeedsUnited
15,2020-12-27,12:00,Premier League,Matchweek 15,Sun,Home,W,1,0,Burnley,1.8,1.1,53.0,,Luke Ayling,3-5-1-1,Robert Jones,Match Report,,10.0,3.0,20.1,0.0,1.0,1.0,2019,LeedsUnited
16,2020-12-29,18:00,Premier League,Matchweek 16,Tue,Away,W,5,0,West Brom,0.9,0.6,74.0,,Luke Ayling,4-1-4-1,Lee Mason,Match Report,,14.0,6.0,18.2,0.0,0.0,0.0,2019,LeedsUnited
17,2021-01-02,12:30,Premier League,Matchweek 17,Sat,Away,L,0,3,Tottenham,1.0,2.6,62.0,,Luke Ayling,4-1-4-1,David Coote,Match Report,,18.0,5.0,17.7,0.0,0.0,0.0,2019,LeedsUnited
19,2021-01-16,15:00,Premier League,Matchweek 19,Sat,Home,L,0,1,Brighton,0.3,1.3,65.0,,Liam Cooper,4-5-1,Kevin Friend,Match Report,,7.0,2.0,17.3,0.0,0.0,0.0,2019,LeedsUnited
20,2021-01-26,18:00,Premier League,Matchweek 20,Tue,Away,W,2,1,Newcastle Utd,0.9,1.4,57.0,,Liam Cooper,4-1-4-1,Anthony Taylor,Match Report,,9.0,2.0,13.7,0.0,0.0,0.0,2019,LeedsUnited
21,2021-01-31,14:00,Premier League,Matchweek 21,Sun,Away,W,3,1,Leicester City,1.8,1.9,50.0,,Liam Cooper,4-1-4-1,Chris Kavanagh,Match Report,,8.0,6.0,13.4,0.0,0.0,0.0,2019,LeedsUnited
22,2021-02-03,19:30,Premier League,Matchweek 22,Wed,Home,L,1,2,Everton,0.9,1.8,62.0,,Liam Cooper,4-1-4-1,Michael Oliver,Match Report,,16.0,7.0,14.2,0.0,0.0,0.0,2019,LeedsUnited
23,2021-02-08,20:00,Premier League,Matchweek 23,Mon,Home,W,2,0,Crystal Palace,2.8,0.5,68.0,,Liam Cooper,4-1-4-1,Andre Marriner,Match Report,,17.0,7.0,13.4,1.0,0.0,0.0,2019,LeedsUnited
24,2021-02-14,16:30,Premier League,Matchweek 24,Sun,Away,L,2,4,Arsenal,0.7,2.4,53.0,,Liam Cooper,4-1-4-1,Stuart Attwell,Match Report,,9.0,5.0,16.7,0.0,0.0,0.0,2019,LeedsUnited
25,2021-02-19,20:00,Premier League,Matchweek 25,Fri,Away,L,0,1,Wolves,1.4,0.8,59.0,,Liam Cooper,4-4-1-1,David Coote,Match Report,,18.0,8.0,13.5,0.0,0.0,0.0,2019,LeedsUnited
26,2021-02-23,18:00,Premier League,Matchweek 18,Tue,Home,W,3,0,Southampton,1.3,0.7,46.0,,Liam Cooper,3-5-1-1,Andre Marriner,Match Report,,11.0,7.0,15.3,1.0,0.0,0.0,2019,LeedsUnited
27,2021-02-27,17:30,Premier League,Matchweek 26,Sat,Home,L,0,1,Aston Villa,0.7,0.9,68.0,,Liam Cooper,4-1-4-1,Peter Bankes,Match Report,,14.0,3.0,18.7,0.0,0.0,0.0,2019,LeedsUnited
28,2021-03-08,20:00,Premier League,Matchweek 27,Mon,Away,L,0,2,West Ham,1.7,1.9,65.0,,Liam Cooper,4-1-4-1,Mike Dean,Match Report,,17.0,2.0,17.4,0.0,0.0,0.0,2019,LeedsUnited
29,2021-03-13,12:30,Premier League,Matchweek 28,Sat,Home,D,0,0,Chelsea,0.4,1.4,38.0,,Luke Ayling,4-1-4-1,Kevin Friend,Match Report,,7.0,4.0,15.5,0.0,0.0,0.0,2019,LeedsUnited
30,2021-03-19,20:00,Premier League,Matchweek 29,Fri,Away,W,2,1,Fulham,1.5,1.4,50.0,,Luke Ayling,4-1-4-1,David Coote,Match Report,,14.0,4.0,16.2,1.0,0.0,0.0,2019,LeedsUnited
31,2021-04-03,15:00,Premier League,Matchweek 30,Sat,Home,W,2,1,Sheffield Utd,2.5,1.0,55.0,,Liam Cooper,4-1-4-1,Graham Scott,Match Report,,23.0,8.0,17.5,1.0,0.0,0.0,2019,LeedsUnited
32,2021-04-10,12:30,Premier League,Matchweek 31,Sat,Away,W,2,1,Manchester City,0.3,2.4,29.0,,Liam Cooper,4-3-3,Andre Marriner,Match Report,,2.0,2.0,19.4,0.0,0.0,0.0,2019,LeedsUnited
