,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
4,2018-09-01,15:00,Premier League,Matchweek 4,Sat,Home,L,0,1,Wolves,0.9,1.2,47.0,56947,Marko Arnautović,4-2-3-1,Chris Kavanagh,Match Report,,13.0,3.0,15.8,1.0,0,0,2022,WestHamUnited
5,2018-09-16,16:00,Premier League,Matchweek 5,Sun,Away,W,3,1,Everton,1.5,1.4,45.0,39161,Mark Noble,4-1-4-1,Martin Atkinson,Match Report,,9.0,4.0,15.7,0.0,0,0,2022,WestHamUnited
6,2018-09-23,13:30,Premier League,Matchweek 6,Sun,Home,D,0,0,Chelsea,0.7,1.4,29.0,56875,Mark Noble,4-3-3,Mike Dean,Match Report,,6.0,1.0,17.6,0.0,0,0,2022,WestHamUnited
8,2018-09-29,12:30,Premier League,Matchweek 7,Sat,Home,W,3,1,Manchester Utd,1.3,0.3,48.0,56938,Mark Noble,4-1-4-1,Michael Oliver,Match Report,,9.0,3.0,15.9,0.0,0,0,2022,WestHamUnited
9,2018-10-05,20:00,Premier League,Matchweek 8,Fri,Away,L,0,1,Brighton,1.0,0.8,63.0,30544,Mark Noble,4-1-4-1,Kevin Friend,Match Report,,17.0,4.0,16.1,2.0,0,0,2022,WestHamUnited
10,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Home,L,0,1,Tottenham,1.0,1.6,44.0,56921,Mark Noble,4-1-4-1,Martin Atkinson,Match Report,,13.0,4.0,14.6,0.0,0,0,2022,WestHamUnited
11,2018-10-27,17:30,Premier League,Matchweek 10,Sat,Away,D,1,1,Leicester City,1.7,1.7,37.0,31848,Mark Noble,4-1-4-1,Michael Oliver,Match Report,,11.0,3.0,15.4,0.0,0,0,2022,WestHamUnited
13,2018-11-03,15:00,Premier League,Matchweek 11,Sat,Home,W,4,2,Burnley,2.7,0.8,64.0,56862,Pablo Zabaleta,4-1-4-1,Roger East,Match Report,,23.0,9.0,18.1,0.0,0,0,2022,WestHamUnited
14,2018-11-10,15:00,Premier League,Matchweek 12,Sat,Away,D,1,1,Huddersfield,1.6,1.2,56.0,24069,Pablo Zabaleta,4-1-4-1,Chris Kavanagh,Match Report,,13.0,3.0,14.6,1.0,0,0,2022,WestHamUnited
15,2018-11-24,15:00,Premier League,Matchweek 13,Sat,Home,L,0,4,Manchester City,0.8,2.3,31.0,56886,Pablo Zabaleta,4-2-3-1,Andre Marriner,Match Report,,9.0,1.0,17.8,1.0,0,0,2022,WestHamUnited
16,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Away,W,3,0,Newcastle Utd,1.5,1.2,42.0,51853,Mark Noble,4-4-2,Paul Tierney,Match Report,,6.0,4.0,10.4,0.0,0,0,2022,WestHamUnited
17,2018-12-04,19:45,Premier League,Matchweek 15,Tue,Home,W,3,1,Cardiff City,1.8,1.9,60.0,56811,Mark Noble,4-4-2,Graham Scott,Match Report,,17.0,11.0,12.1,0.0,0,0,2022,WestHamUnited
18,2018-12-08,15:00,Premier League,Matchweek 16,Sat,Home,W,3,2,Crystal Palace,1.2,1.1,49.0,56995,Mark Noble,4-4-2,Anthony Taylor,Match Report,,14.0,6.0,14.1,1.0,0,0,2022,WestHamUnited
19,2018-12-15,17:30,Premier League,Matchweek 17,Sat,Away,W,2,0,Fulham,0.5,1.1,44.0,24081,Mark Noble,4-4-2,Mike Dean,Match Report,,6.0,3.0,13.3,0.0,0,0,2022,WestHamUnited
20,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Home,L,0,2,Watford,1.8,2.1,52.0,56833,Mark Noble,4-4-2,Lee Mason,Match Report,,18.0,6.0,14.6,2.0,0,0,2022,WestHamUnited
21,2018-12-27,19:45,Premier League,Matchweek 19,Thu,Away,W,2,1,Southampton,1.6,1.4,54.0,31654,Aaron Cresswell,4-2-3-1,Craig Pawson,Match Report,,16.0,5.0,17.8,0.0,0,0,2022,WestHamUnited
22,2018-12-30,14:15,Premier League,Matchweek 20,Sun,Away,L,0,2,Burnley,0.5,2.0,58.0,20933,Mark Noble,4-4-2,David Coote,Match Report,,11.0,4.0,14.5,0.0,0,0,2022,WestHamUnited
23,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Home,D,2,2,Brighton,0.8,0.5,55.0,59870,Pablo Zabaleta,4-4-2,Chris Kavanagh,Match Report,,13.0,6.0,18.0,0.0,0,0,2022,WestHamUnited
25,2019-01-12,12:30,Premier League,Matchweek 22,Sat,Home,W,1,0,Arsenal,0.7,0.8,42.0,59946,Mark Noble,4-2-3-1,Jonathan Moss,Match Report,,11.0,3.0,15.0,0.0,0,0,2022,WestHamUnited
26,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Away,L,0,2,Bournemouth,0.8,1.3,61.0,10495,Mark Noble,4-2-3-1,Simon Hooper,Match Report,,9.0,1.0,18.1,0.0,0,0,2022,WestHamUnited
28,2019-01-29,19:45,Premier League,Matchweek 24,Tue,Away,L,0,3,Wolves,0.1,1.8,46.0,31122,Mark Noble,4-4-2,David Coote,Match Report,,4.0,0.0,25.0,0.0,0,0,2022,WestHamUnited
29,2019-02-04,20:00,Premier League,Matchweek 25,Mon,Home,D,1,1,Liverpool,0.8,1.3,27.0,59903,Mark Noble,4-2-3-1,Kevin Friend,Match Report,,13.0,2.0,18.4,1.0,0,0,2022,WestHamUnited
30,2019-02-09,15:00,Premier League,Matchweek 26,Sat,Away,D,1,1,Crystal Palace,1.5,2.5,43.0,25552,Mark Noble,4-1-4-1,Craig Pawson,Match Report,,7.0,3.0,14.9,0.0,1,1,2022,WestHamUnited
31,2019-02-22,19:45,Premier League,Matchweek 27,Fri,Home,W,3,1,Fulham,1.4,1.3,55.0,59950,Mark Noble,4-1-4-1,Lee Mason,Match Report,,20.0,7.0,12.8,0.0,0,0,2022,WestHamUnited
32,2019-02-27,20:00,Premier League,Matchweek 28,Wed,Away,L,0,1,Manchester City,0.5,3.0,25.0,53528,Andy Carroll,4-2-3-1,Stuart Attwell,Match Report,,2.0,1.0,9.2,0.0,0,0,2022,WestHamUnited
33,2019-03-02,17:30,Premier League,Matchweek 29,Sat,Home,W,2,0,Newcastle Utd,1.9,1.1,56.0,59910,Mark Noble,4-1-4-1,Chris Kavanagh,Match Report,,9.0,3.0,14.3,2.0,1,1,2022,WestHamUnited
34,2019-03-09,15:00,Premier League,Matchweek 30,Sat,Away,L,0,2,Cardiff City,0.3,2.9,69.0,32458,Mark Noble,4-1-4-1,Graham Scott,Match Report,,9.0,3.0,22.5,0.0,0,0,2022,WestHamUnited
35,2019-03-16,15:00,Premier League,Matchweek 31,Sat,Home,W,4,3,Huddersfield,2.3,1.4,65.0,59931,Mark Noble,4-1-4-1,Jonathan Moss,Match Report,,15.0,4.0,18.9,2.0,1,1,2022,WestHamUnited
36,2019-03-30,17:30,Premier League,Matchweek 32,Sat,Home,L,0,2,Everton,0.1,2.0,49.0,59988,Aaron Cresswell,4-4-2,Paul Tierney,Match Report,,3.0,0.0,25.7,0.0,0,0,2022,WestHamUnited
37,2019-04-08,20:00,Premier League,Matchweek 33,Mon,Away,L,0,2,Chelsea,0.5,1.9,46.0,40537,Mark Noble,4-2-3-1,Chris Kavanagh,Match Report,,9.0,2.0,16.5,0.0,0,0,2022,WestHamUnited
38,2019-04-13,17:30,Premier League,Matchweek 34,Sat,Away,L,1,2,Manchester Utd,1.2,2.4,57.0,74478,Mark Noble,4-1-4-1,Graham Scott,Match Report,,16.0,4.0,17.3,1.0,0,0,2022,WestHamUnited
39,2019-04-20,15:00,Premier League,Matchweek 35,Sat,Home,D,2,2,Leicester City,1.4,1.0,49.0,59960,Mark Noble,4-1-4-1,Lee Probert,Match Report,,10.0,3.0,17.0,0.0,0,0,2022,WestHamUnited
40,2019-04-27,12:30,Premier League,Matchweek 36,Sat,Away,W,1,0,Tottenham,1.2,1.3,38.0,60043,Mark Noble,4-1-4-1,Anthony Taylor,Match Report,,17.0,7.0,19.0,0.0,0,0,2022,WestHamUnited
41,2019-05-04,15:00,Premier League,Matchweek 37,Sat,Home,W,3,0,Southampton,1.8,0.4,55.0,59961,Mark Noble,4-2-3-1,Stuart Attwell,Match Report,,17.0,6.0,21.2,1.0,0,0,2022,WestHamUnited
42,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,W,4,1,Watford,3.6,2.2,51.0,20067,Mark Noble,4-2-3-1,Chris Kavanagh,Match Report,,15.0,8.0,17.7,2.0,1,1,2022,WestHamUnited
0,2018-08-11,15:00,Premier League,Matchweek 1,Sat,Home,W,2,0,Brighton,1.6,0.2,52.0,20051,Troy Deeney,4-4-2,Jonathan Moss,Match Report,,19.0,5.0,17.0,2.0,0,0,2022,Watford
1,2018-08-19,13:30,Premier League,Matchweek 2,Sun,Away,W,3,1,Burnley,1.3,0.4,43.0,18822,Troy Deeney,4-4-2,Paul Tierney,Match Report,,9.0,6.0,17.7,0.0,0,0,2022,Watford
2,2018-08-26,13:30,Premier League,Matchweek 3,Sun,Home,W,2,1,Crystal Palace,0.9,1.2,44.0,20014,Troy Deeney,4-4-2,Anthony Taylor,Match Report,,13.0,5.0,17.8,0.0,0,0,2022,Watford
4,2018-09-02,16:00,Premier League,Matchweek 4,Sun,Home,W,2,1,Tottenham,0.4,0.6,34.0,20141,Troy Deeney,4-2-2-2,Andre Marriner,Match Report,,7.0,3.0,16.8,1.0,0,0,2022,Watford
5,2018-09-15,17:30,Premier League,Matchweek 5,Sat,Home,L,1,2,Manchester Utd,0.9,1.2,43.0,20537,Troy Deeney,4-4-2,Mike Dean,Match Report,,14.0,5.0,18.4,1.0,0,0,2022,Watford
6,2018-09-22,12:30,Premier League,Matchweek 6,Sat,Away,D,1,1,Fulham,1.5,1.5,41.0,23418,Troy Deeney,4-2-2-2,Martin Atkinson,Match Report,,11.0,6.0,15.8,0.0,0,0,2022,Watford
8,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Away,L,0,2,Arsenal,1.5,1.6,37.0,60019,Troy Deeney,4-4-2,Anthony Taylor,Match Report,,13.0,4.0,17.5,1.0,0,0,2022,Watford
9,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Home,L,0,4,Bournemouth,0.9,2.8,47.0,20139,Troy Deeney,4-4-2,Jonathan Moss,Match Report,,14.0,1.0,16.0,1.0,0,0,2022,Watford
10,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Away,W,2,0,Wolves,0.9,0.5,54.0,31144,Adrian Mariappa,4-2-2-2,Lee Mason,Match Report,,9.0,3.0,19.3,1.0,0,0,2022,Watford
11,2018-10-27,15:00,Premier League,Matchweek 10,Sat,Home,W,3,0,Huddersfield,2.0,0.8,49.0,20457,Adrian Mariappa,4-4-2,Mike Dean,Match Report,,12.0,6.0,14.8,0.0,0,0,2022,Watford
12,2018-11-03,15:00,Premier League,Matchweek 11,Sat,Away,L,0,1,Newcastle Utd,1.8,0.7,57.0,49157,Adrian Mariappa,4-4-2,Craig Pawson,Match Report,,16.0,1.0,14.0,1.0,0,0,2022,Watford
13,2018-11-10,15:00,Premier League,Matchweek 12,Sat,Away,D,1,1,Southampton,0.9,1.4,57.0,28153,Adrian Mariappa,4-4-2,Simon Hooper,Match Report,,13.0,6.0,14.5,0.0,0,0,2022,Watford
14,2018-11-24,15:00,Premier League,Matchweek 13,Sat,Home,L,0,3,Liverpool,0.4,0.9,37.0,20540,Troy Deeney,4-4-2,Jonathan Moss,Match Report,,5.0,1.0,17.7,0.0,0,0,2022,Watford
15,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Away,L,0,2,Leicester City,1.4,1.2,62.0,31353,Adrian Mariappa,4-4-2,Graham Scott,Match Report,,10.0,0.0,15.9,1.0,0,0,2022,Watford
16,2018-12-04,20:00,Premier League,Matchweek 15,Tue,Home,L,1,2,Manchester City,1.4,2.2,31.0,20389,Troy Deeney,4-1-4-1,Paul Tierney,Match Report,,11.0,6.0,13.8,0.0,0,0,2022,Watford
17,2018-12-10,20:00,Premier League,Matchweek 16,Mon,Away,D,2,2,Everton,1.5,1.5,43.0,38400,Troy Deeney,4-4-2,Kevin Friend,Match Report,,15.0,3.0,15.1,2.0,0,0,2022,Watford
18,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Home,W,3,2,Cardiff City,1.7,0.9,71.0,20032,Troy Deeney,4-4-2,Andy Madley,Match Report,,17.0,8.0,18.3,1.0,0,0,2022,Watford
19,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Away,W,2,0,West Ham,2.1,1.8,48.0,56833,Troy Deeney,4-4-2,Lee Mason,Match Report,,10.0,4.0,17.8,0.0,1,1,2022,Watford
20,2018-12-26,19:30,Premier League,Matchweek 19,Wed,Home,L,1,2,Chelsea,1.0,2.4,37.0,20415,Troy Deeney,4-4-2,Martin Atkinson,Match Report,,11.0,2.0,14.4,0.0,0,0,2022,Watford
21,2018-12-29,15:00,Premier League,Matchweek 20,Sat,Home,D,1,1,Newcastle Utd,1.1,0.6,63.0,20336,Adrian Mariappa,4-2-2-2,Roger East,Match Report,,12.0,5.0,18.4,3.0,0,0,2022,Watford
22,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Away,D,3,3,Bournemouth,0.8,2.1,44.0,10261,Troy Deeney,4-4-2,David Coote,Match Report,,11.0,4.0,17.5,0.0,0,0,2022,Watford
24,2019-01-12,15:00,Premier League,Matchweek 22,Sat,Away,W,2,1,Crystal Palace,1.5,1.3,45.0,25010,Troy Deeney,4-4-2,Paul Tierney,Match Report,,16.0,2.0,16.2,2.0,0,0,2022,Watford
25,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Home,D,0,0,Burnley,1.2,1.2,55.0,19510,Troy Deeney,4-4-2,Michael Oliver,Match Report,,9.0,3.0,15.4,0.0,0,0,2022,Watford
27,2019-01-30,20:00,Premier League,Matchweek 24,Wed,Away,L,1,2,Tottenham,0.5,1.5,33.0,29164,Troy Deeney,4-4-2,Graham Scott,Match Report,,9.0,1.0,16.8,0.0,0,0,2022,Watford
28,2019-02-02,15:00,Premier League,Matchweek 25,Sat,Away,D,0,0,Brighton,0.3,1.7,46.0,30414,Troy Deeney,4-2-2-2,Simon Hooper,Match Report,,4.0,1.0,13.5,0.0,0,0,2022,Watford
29,2019-02-09,15:00,Premier League,Matchweek 26,Sat,Home,W,1,0,Everton,1.6,0.7,45.0,20333,Troy Deeney,4-2-2-2,Lee Probert,Match Report,,7.0,3.0,13.7,0.0,0,0,2022,Watford
31,2019-02-22,19:45,Premier League,Matchweek 27,Fri,Away,W,5,1,Cardiff City,2.8,1.2,63.0,30387,Troy Deeney,4-2-2-2,Simon Hooper,Match Report,,12.0,7.0,17.3,2.0,0,0,2022,Watford
32,2019-02-27,20:00,Premier League,Matchweek 28,Wed,Away,L,0,5,Liverpool,1.0,1.9,40.0,53316,Troy Deeney,4-4-2,Graham Scott,Match Report,,6.0,3.0,14.4,0.0,0,0,2022,Watford
33,2019-03-03,12:00,Premier League,Matchweek 29,Sun,Home,W,2,1,Leicester City,0.9,1.0,40.0,20062,Troy Deeney,4-2-2-2,Jonathan Moss,Match Report,,6.0,5.0,13.0,0.0,0,0,2022,Watford
34,2019-03-09,17:30,Premier League,Matchweek 30,Sat,Away,L,1,3,Manchester City,0.5,3.2,29.0,54104,Étienne Capoue,4-5-1,Paul Tierney,Match Report,,2.0,1.0,19.3,1.0,0,0,2022,Watford
36,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Away,L,1,2,Manchester Utd,1.3,1.3,49.0,74543,Troy Deeney,4-4-2,Stuart Attwell,Match Report,,20.0,8.0,21.6,0.0,0,0,2022,Watford
37,2019-04-02,19:45,Premier League,Matchweek 33,Tue,Home,W,4,1,Fulham,1.6,2.0,47.0,17301,Troy Deeney,4-4-2,Roger East,Match Report,,15.0,7.0,16.8,0.0,0,0,2022,Watford
39,2019-04-15,20:00,Premier League,Matchweek 34,Mon,Home,L,0,1,Arsenal,0.6,2.0,35.0,20480,Troy Deeney,4-4-2◆,Craig Pawson,Match Report,,11.0,2.0,18.9,1.0,0,0,2022,Watford
40,2019-04-20,15:00,Premier League,Matchweek 35,Sat,Away,W,2,1,Huddersfield,1.4,0.8,54.0,23957,Adrian Mariappa,4-2-2-2,Roger East,Match Report,,11.0,6.0,16.9,1.0,0,0,2022,Watford
41,2019-04-23,19:45,Premier League,Matchweek 31,Tue,Home,D,1,1,Southampton,1.5,1.4,62.0,19170,Étienne Capoue,4-2-2-2,Mike Dean,Match Report,,15.0,4.0,15.9,0.0,0,0,2022,Watford
42,2019-04-27,15:00,Premier League,Matchweek 36,Sat,Home,L,1,2,Wolves,1.2,1.7,55.0,20323,Adrian Mariappa,4-4-2,Simon Hooper,Match Report,,9.0,1.0,17.1,0.0,0,0,2022,Watford
43,2019-05-05,14:00,Premier League,Matchweek 37,Sun,Away,L,0,3,Chelsea,1.6,1.9,42.0,40560,Troy Deeney,4-2-2-2,Paul Tierney,Match Report,,14.0,3.0,16.8,0.0,0,0,2022,Watford
44,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Home,L,1,4,West Ham,2.2,3.6,49.0,20067,Troy Deeney,4-4-2,Chris Kavanagh,Match Report,,16.0,8.0,13.7,0.0,0,0,2022,Watford
0,2018-08-11,15:00,Premier League,Matchweek 1,Sat,Away,W,2,0,Fulham,1.0,0.6,34.0,24821,Luka Milivojević,4-4-2,Mike Dean,Match Report,,12.0,10.0,16.6,0.0,0,0,2022,CrystalPalace
1,2018-08-20,20:00,Premier League,Matchweek 2,Mon,Home,L,0,2,Liverpool,0.3,2.8,37.0,25750,Luka Milivojević,4-4-2,Michael Oliver,Match Report,,8.0,2.0,20.7,1.0,0,0,2022,CrystalPalace
2,2018-08-26,13:30,Premier League,Matchweek 3,Sun,Away,L,1,2,Watford,1.2,0.9,56.0,20014,Luka Milivojević,4-4-2,Anthony Taylor,Match Report,,9.0,3.0,12.6,0.0,0,0,2022,CrystalPalace
4,2018-09-01,15:00,Premier League,Matchweek 4,Sat,Home,L,0,2,Southampton,1.9,2.5,50.0,25495,Luka Milivojević,4-4-2,Martin Atkinson,Match Report,,20.0,6.0,16.2,0.0,0,0,2022,CrystalPalace
5,2018-09-15,15:00,Premier League,Matchweek 5,Sat,Away,W,1,0,Huddersfield,1.0,0.8,42.0,23696,Luka Milivojević,4-3-3,Lee Mason,Match Report,,8.0,2.0,14.5,0.0,0,0,2022,CrystalPalace
6,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Home,D,0,0,Newcastle Utd,1.4,0.5,61.0,25679,Luka Milivojević,4-3-3,Andre Marriner,Match Report,,16.0,4.0,17.5,3.0,0,0,2022,CrystalPalace
8,2018-10-01,20:00,Premier League,Matchweek 7,Mon,Away,L,1,2,Bournemouth,0.5,2.0,55.0,10199,Luka Milivojević,4-3-3,Mike Dean,Match Report,,11.0,2.0,20.1,1.0,0,0,2022,CrystalPalace
9,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Home,L,0,1,Wolves,1.1,1.1,66.0,25715,Luka Milivojević,4-4-2,Michael Oliver,Match Report,,11.0,4.0,19.2,1.0,0,0,2022,CrystalPalace
10,2018-10-21,16:00,Premier League,Matchweek 9,Sun,Away,L,0,2,Everton,1.4,1.9,42.0,38668,Luka Milivojević,4-4-2,Anthony Taylor,Match Report,,6.0,2.0,19.7,1.0,0,1,2022,CrystalPalace
11,2018-10-28,13:30,Premier League,Matchweek 10,Sun,Home,D,2,2,Arsenal,2.2,0.9,44.0,25718,Luka Milivojević,4-4-2,Martin Atkinson,Match Report,,14.0,1.0,22.1,0.0,2,2,2022,CrystalPalace
13,2018-11-04,16:00,Premier League,Matchweek 11,Sun,Away,L,1,3,Chelsea,0.6,1.8,28.0,40407,Luka Milivojević,4-4-2,Michael Oliver,Match Report,,7.0,2.0,16.9,0.0,0,0,2022,CrystalPalace
14,2018-11-10,17:30,Premier League,Matchweek 12,Sat,Home,L,0,1,Tottenham,1.0,1.3,37.0,25685,Luka Milivojević,4-4-2,Jonathan Moss,Match Report,,11.0,3.0,14.5,0.0,0,0,2022,CrystalPalace
15,2018-11-24,15:00,Premier League,Matchweek 13,Sat,Away,D,0,0,Manchester Utd,1.1,0.8,40.0,74516,Luka Milivojević,4-4-2,Lee Mason,Match Report,,13.0,2.0,22.0,0.0,0,0,2022,CrystalPalace
16,2018-12-01,15:00,Premier League,Matchweek 14,Sat,Home,W,2,0,Burnley,2.5,0.6,59.0,25098,Luka Milivojević,4-4-2,Lee Probert,Match Report,,29.0,9.0,17.6,1.0,0,0,2022,CrystalPalace
17,2018-12-04,19:45,Premier League,Matchweek 15,Tue,Away,L,1,3,Brighton,1.7,1.1,68.0,29663,Luka Milivojević,4-4-2,Kevin Friend,Match Report,,16.0,3.0,19.2,1.0,1,1,2022,CrystalPalace
18,2018-12-08,15:00,Premier League,Matchweek 16,Sat,Away,L,2,3,West Ham,1.1,1.2,51.0,56995,Luka Milivojević,4-4-2,Anthony Taylor,Match Report,,8.0,4.0,15.3,1.0,0,0,2022,CrystalPalace
19,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Home,W,1,0,Leicester City,0.6,1.0,44.0,24738,Luka Milivojević,4-4-2,Michael Oliver,Match Report,,8.0,1.0,19.6,0.0,0,0,2022,CrystalPalace
20,2018-12-22,15:00,Premier League,Matchweek 18,Sat,Away,W,3,2,Manchester City,0.9,1.4,23.0,54340,Luka Milivojević,4-5-1,Andre Marriner,Match Report,,4.0,2.0,21.1,0.0,1,1,2022,CrystalPalace
21,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Home,D,0,0,Cardiff City,2.2,0.9,62.0,25206,Luka Milivojević,4-4-2,Lee Probert,Match Report,,31.0,5.0,16.9,1.0,0,0,2022,CrystalPalace
22,2018-12-30,12:00,Premier League,Matchweek 20,Sun,Home,L,0,1,Chelsea,0.4,0.7,35.0,25781,Luka Milivojević,4-5-1,Craig Pawson,Match Report,,4.0,0.0,13.3,0.0,0,0,2022,CrystalPalace
23,2019-01-02,19:45,Premier League,Matchweek 21,Wed,Away,W,2,0,Wolves,1.9,0.4,48.0,30666,Luka Milivojević,4-3-3,Roger East,Match Report,,16.0,3.0,19.9,0.0,1,1,2022,CrystalPalace
25,2019-01-12,15:00,Premier League,Matchweek 22,Sat,Home,L,1,2,Watford,1.3,1.5,55.0,25010,Luka Milivojević,4-3-3,Paul Tierney,Match Report,,15.0,6.0,16.2,0.0,0,0,2022,CrystalPalace
26,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Away,L,3,4,Liverpool,0.5,2.4,30.0,53171,Luka Milivojević,4-5-1,Jonathan Moss,Match Report,,8.0,3.0,12.9,0.0,0,0,2022,CrystalPalace
28,2019-01-30,19:45,Premier League,Matchweek 24,Wed,Away,D,1,1,Southampton,1.3,0.9,42.0,28339,Luka Milivojević,4-3-3,Andre Marriner,Match Report,,15.0,2.0,18.2,0.0,0,0,2022,CrystalPalace
29,2019-02-02,15:00,Premier League,Matchweek 25,Sat,Home,W,2,0,Fulham,2.1,0.6,38.0,25355,Luka Milivojević,4-4-2,Michael Oliver,Match Report,,17.0,6.0,14.4,1.0,1,1,2022,CrystalPalace
30,2019-02-09,15:00,Premier League,Matchweek 26,Sat,Home,D,1,1,West Ham,2.5,1.5,57.0,25552,Luka Milivojević,4-1-4-1,Craig Pawson,Match Report,,24.0,5.0,15.0,1.0,0,0,2022,CrystalPalace
32,2019-02-23,17:30,Premier League,Matchweek 27,Sat,Away,W,4,1,Leicester City,1.4,1.1,37.0,31778,Luka Milivojević,4-1-4-1,Anthony Taylor,Match Report,,6.0,4.0,17.1,0.0,1,1,2022,CrystalPalace
33,2019-02-27,20:00,Premier League,Matchweek 28,Wed,Home,L,1,3,Manchester Utd,1.5,1.3,46.0,25754,Luka Milivojević,4-3-3,Martin Atkinson,Match Report,,18.0,3.0,16.8,1.0,0,0,2022,CrystalPalace
34,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Away,W,3,1,Burnley,0.8,1.7,41.0,19223,Luka Milivojević,4-5-1,Lee Probert,Match Report,,10.0,4.0,19.7,0.0,0,0,2022,CrystalPalace
35,2019-03-09,12:30,Premier League,Matchweek 30,Sat,Home,L,1,2,Brighton,1.8,0.1,62.0,24972,Luka Milivojević,4-3-3,Craig Pawson,Match Report,,14.0,2.0,17.7,0.0,1,1,2022,CrystalPalace
37,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Home,W,2,0,Huddersfield,3.2,0.5,49.0,25193,Luka Milivojević,4-3-3,Lee Probert,Match Report,,19.0,3.0,15.0,0.0,1,1,2022,CrystalPalace
38,2019-04-03,19:45,Premier League,Matchweek 31,Wed,Away,L,0,2,Tottenham,0.5,2.5,34.0,59215,Luka Milivojević,4-3-3,Andre Marriner,Match Report,,5.0,1.0,15.1,0.0,0,0,2022,CrystalPalace
39,2019-04-06,15:00,Premier League,Matchweek 33,Sat,Away,W,1,0,Newcastle Utd,1.4,1.4,46.0,51926,Luka Milivojević,4-4-2,Stuart Attwell,Match Report,,5.0,0.0,12.9,0.0,1,1,2022,CrystalPalace
40,2019-04-14,14:05,Premier League,Matchweek 34,Sun,Home,L,1,3,Manchester City,0.3,2.0,27.0,25721,Luka Milivojević,4-5-1,Martin Atkinson,Match Report,,7.0,3.0,20.4,1.0,0,0,2022,CrystalPalace
41,2019-04-21,16:00,Premier League,Matchweek 35,Sun,Away,W,3,2,Arsenal,2.2,1.2,28.0,59929,Luka Milivojević,4-4-2,Jonathan Moss,Match Report,,16.0,7.0,11.8,0.0,0,0,2022,CrystalPalace
42,2019-04-27,15:00,Premier League,Matchweek 36,Sat,Home,D,0,0,Everton,0.3,1.3,36.0,25789,Luka Milivojević,4-4-2,Lee Mason,Match Report,,8.0,0.0,17.8,0.0,0,0,2022,CrystalPalace
43,2019-05-04,17:30,Premier League,Matchweek 37,Sat,Away,W,3,2,Cardiff City,1.8,1.7,59.0,32133,Luka Milivojević,4-4-2,Michael Oliver,Match Report,,21.0,7.0,17.9,1.0,0,0,2022,CrystalPalace
44,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Home,W,5,3,Bournemouth,2.0,1.8,47.0,25433,Luka Milivojević,4-4-2,Roger East,Match Report,,17.0,8.0,18.0,0.0,0,0,2022,CrystalPalace
0,2018-08-11,12:30,Premier League,Matchweek 1,Sat,Home,L,1,2,Tottenham,0.9,2.0,40.0,51749,Jamaal Lascelles,4-4-1-1,Martin Atkinson,Match Report,,15.0,2.0,16.6,0.0,0,0,2022,NewcastleUnited
1,2018-08-18,12:30,Premier League,Matchweek 2,Sat,Away,D,0,0,Cardiff City,1.5,0.9,46.0,30720,Jamaal Lascelles,4-4-1-1,Craig Pawson,Match Report,,11.0,5.0,17.6,2.0,0,1,2022,NewcastleUnited
2,2018-08-26,16:00,Premier League,Matchweek 3,Sun,Home,L,1,2,Chelsea,0.2,1.5,20.0,51791,Paul Dummett,3-4-3,Paul Tierney,Match Report,,6.0,2.0,20.5,0.0,0,0,2022,NewcastleUnited
4,2018-09-01,17:30,Premier League,Matchweek 4,Sat,Away,L,1,2,Manchester City,0.7,2.6,22.0,53946,Jamaal Lascelles,3-4-3,Kevin Friend,Match Report,,3.0,2.0,17.0,0.0,0,0,2022,NewcastleUnited
5,2018-09-15,15:00,Premier League,Matchweek 5,Sat,Home,L,1,2,Arsenal,0.4,1.1,37.0,52165,Jamaal Lascelles,4-4-1-1,Lee Probert,Match Report,,4.0,2.0,9.6,0.0,0,0,2022,NewcastleUnited
6,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Away,D,0,0,Crystal Palace,0.5,1.4,39.0,25679,Jamaal Lascelles,4-4-1-1,Andre Marriner,Match Report,,6.0,3.0,15.1,0.0,0,0,2022,NewcastleUnited
