,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2,2018-08-27,20:00,Premier League,Matchweek 3,Mon,Away,W,3,0,Manchester Utd,1.4,1.8,44.0,74400,Hugo Lloris,4-4-2◆,Craig Pawson,Match Report,,9.0,5.0,14.2,0.0,0,0,2022,TottenhamHotspur
3,2018-09-02,16:00,Premier League,Matchweek 4,Sun,Away,L,1,2,Watford,0.6,0.4,66.0,20141,Harry Kane,3-5-2,Andre Marriner,Match Report,,11.0,2.0,20.8,0.0,0,0,2022,TottenhamHotspur
4,2018-09-15,12:30,Premier League,Matchweek 5,Sat,Home,L,1,2,Liverpool,1.4,2.5,60.0,80188,Harry Kane,4-4-2◆,Michael Oliver,Match Report,,12.0,3.0,17.5,2.0,0,0,2022,TottenhamHotspur
6,2018-09-22,17:30,Premier League,Matchweek 6,Sat,Away,W,2,1,Brighton,2.1,0.8,70.0,30531,Harry Kane,4-2-3-1,Chris Kavanagh,Match Report,,16.0,6.0,17.2,1.0,1,1,2022,TottenhamHotspur
8,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Away,W,2,0,Huddersfield,1.9,0.4,48.0,23885,Harry Kane,3-4-3,Craig Pawson,Match Report,,9.0,5.0,13.3,0.0,1,1,2022,TottenhamHotspur
10,2018-10-06,15:00,Premier League,Matchweek 8,Sat,Home,W,1,0,Cardiff City,2.2,1.0,75.0,43268,Hugo Lloris,4-4-2,Mike Dean,Match Report,,19.0,6.0,14.8,0.0,0,0,2022,TottenhamHotspur
11,2018-10-20,15:00,Premier League,Matchweek 9,Sat,Away,W,1,0,West Ham,1.6,1.0,56.0,56921,Hugo Lloris,4-3-2-1,Martin Atkinson,Match Report,,10.0,2.0,14.2,0.0,0,0,2022,TottenhamHotspur
13,2018-10-29,20:00,Premier League,Matchweek 10,Mon,Home,L,0,1,Manchester City,0.7,1.5,49.0,56854,Hugo Lloris,4-2-3-1,Kevin Friend,Match Report,,6.0,2.0,14.2,0.0,0,0,2022,TottenhamHotspur
15,2018-11-03,19:45,Premier League,Matchweek 11,Sat,Away,W,3,2,Wolves,1.2,2.5,51.0,31185,Hugo Lloris,4-3-2-1,Mike Dean,Match Report,,10.0,8.0,15.1,0.0,0,0,2022,TottenhamHotspur
17,2018-11-10,17:30,Premier League,Matchweek 12,Sat,Away,W,1,0,Crystal Palace,1.3,1.0,63.0,25685,Hugo Lloris,4-2-3-1,Jonathan Moss,Match Report,,11.0,2.0,12.1,0.0,0,0,2022,TottenhamHotspur
18,2018-11-24,17:30,Premier League,Matchweek 13,Sat,Home,W,3,1,Chelsea,2.5,0.8,40.0,55465,Hugo Lloris,4-4-2◆,Martin Atkinson,Match Report,,18.0,9.0,12.7,0.0,0,0,2022,TottenhamHotspur
20,2018-12-02,14:05,Premier League,Matchweek 14,Sun,Away,L,2,4,Arsenal,1.2,2.6,41.0,59973,Hugo Lloris,4-4-2◆,Mike Dean,Match Report,,10.0,5.0,25.1,1.0,1,1,2022,TottenhamHotspur
21,2018-12-05,20:00,Premier League,Matchweek 15,Wed,Home,W,3,1,Southampton,1.4,2.3,52.0,33012,Hugo Lloris,4-2-3-1,Anthony Taylor,Match Report,,13.0,9.0,17.1,1.0,0,0,2022,TottenhamHotspur
22,2018-12-08,19:45,Premier League,Matchweek 16,Sat,Away,W,2,0,Leicester City,0.7,0.4,56.0,31957,Hugo Lloris,4-2-3-1,Craig Pawson,Match Report,,7.0,2.0,17.2,1.0,0,0,2022,TottenhamHotspur
24,2018-12-15,15:00,Premier League,Matchweek 17,Sat,Home,W,1,0,Burnley,2.0,0.3,69.0,41645,Hugo Lloris,4-2-3-1,Graham Scott,Match Report,,15.0,3.0,14.7,0.0,0,0,2022,TottenhamHotspur
26,2018-12-23,16:00,Premier League,Matchweek 18,Sun,Away,W,6,2,Everton,2.7,0.7,59.0,39319,Hugo Lloris,4-4-2◆,Paul Tierney,Match Report,,17.0,8.0,19.2,3.0,0,0,2022,TottenhamHotspur
27,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Home,W,5,0,Bournemouth,1.9,1.4,56.0,45154,Hugo Lloris,4-2-3-1,Chris Kavanagh,Match Report,,10.0,7.0,15.8,1.0,0,0,2022,TottenhamHotspur
28,2018-12-29,15:00,Premier League,Matchweek 20,Sat,Home,L,1,3,Wolves,0.3,1.1,61.0,46356,Hugo Lloris,4-4-2◆,Stuart Attwell,Match Report,,10.0,3.0,24.5,1.0,0,0,2022,TottenhamHotspur
29,2019-01-01,17:30,Premier League,Matchweek 21,Tue,Away,W,3,0,Cardiff City,1.3,0.5,73.0,32485,Hugo Lloris,4-4-2◆,Kevin Friend,Match Report,,13.0,4.0,16.6,0.0,0,0,2022,TottenhamHotspur
32,2019-01-13,16:30,Premier League,Matchweek 22,Sun,Home,L,0,1,Manchester Utd,2.3,1.3,62.0,80062,Hugo Lloris,4-4-2◆,Mike Dean,Match Report,,21.0,11.0,17.0,2.0,0,0,2022,TottenhamHotspur
33,2019-01-20,16:00,Premier League,Matchweek 23,Sun,Away,W,2,1,Fulham,1.3,1.0,71.0,24807,Hugo Lloris,3-4-3,Craig Pawson,Match Report,,14.0,5.0,13.3,0.0,0,0,2022,TottenhamHotspur
36,2019-01-30,20:00,Premier League,Matchweek 24,Wed,Home,W,2,1,Watford,1.5,0.5,67.0,29164,Hugo Lloris,3-5-2,Graham Scott,Match Report,,17.0,4.0,16.1,1.0,0,0,2022,TottenhamHotspur
37,2019-02-02,12:30,Premier League,Matchweek 25,Sat,Home,W,1,0,Newcastle Utd,2.4,0.5,72.0,41219,Hugo Lloris,4-2-3-1,Andre Marriner,Match Report,,21.0,2.0,14.4,0.0,0,0,2022,TottenhamHotspur
38,2019-02-10,13:30,Premier League,Matchweek 26,Sun,Home,W,3,1,Leicester City,1.1,2.5,52.0,44154,Hugo Lloris,4-4-2◆,Michael Oliver,Match Report,,12.0,5.0,16.5,0.0,0,0,2022,TottenhamHotspur
40,2019-02-23,12:30,Premier League,Matchweek 27,Sat,Away,L,1,2,Burnley,0.9,1.3,69.0,21338,Hugo Lloris,3-2-2-1-2,Mike Dean,Match Report,,17.0,6.0,17.9,0.0,0,0,2022,TottenhamHotspur
41,2019-02-27,20:00,Premier League,Matchweek 28,Wed,Away,L,0,2,Chelsea,0.5,0.6,53.0,40542,Hugo Lloris,4-2-3-1,Andre Marriner,Match Report,,9.0,0.0,21.8,0.0,0,0,2022,TottenhamHotspur
42,2019-03-02,12:30,Premier League,Matchweek 29,Sat,Home,D,1,1,Arsenal,1.3,2.4,60.0,81332,Hugo Lloris,3-4-1-2,Anthony Taylor,Match Report,,9.0,2.0,21.2,0.0,1,1,2022,TottenhamHotspur
44,2019-03-09,15:00,Premier League,Matchweek 30,Sat,Away,L,1,2,Southampton,1.0,1.2,62.0,31890,Hugo Lloris,4-4-2◆,Kevin Friend,Match Report,,16.0,5.0,19.1,1.0,0,0,2022,TottenhamHotspur
45,2019-03-31,16:30,Premier League,Matchweek 32,Sun,Away,L,1,2,Liverpool,1.4,0.9,51.0,53322,Hugo Lloris,3-5-2,Martin Atkinson,Match Report,,11.0,2.0,18.6,0.0,0,0,2022,TottenhamHotspur
46,2019-04-03,19:45,Premier League,Matchweek 31,Wed,Home,W,2,0,Crystal Palace,2.5,0.5,66.0,59215,Hugo Lloris,4-2-3-1,Andre Marriner,Match Report,,26.0,10.0,17.7,1.0,0,0,2022,TottenhamHotspur
48,2019-04-13,12:30,Premier League,Matchweek 34,Sat,Home,W,4,0,Huddersfield,2.3,0.6,69.0,58308,Hugo Lloris,3-4-1-2,Lee Mason,Match Report,,22.0,5.0,15.6,1.0,0,0,2022,TottenhamHotspur
50,2019-04-20,12:30,Premier League,Matchweek 35,Sat,Away,L,0,1,Manchester City,1.3,1.9,39.0,54489,Jan Vertonghen,3-5-2,Michael Oliver,Match Report,,11.0,4.0,16.7,0.0,0,0,2022,TottenhamHotspur
51,2019-04-23,19:45,Premier League,Matchweek 33,Tue,Home,W,1,0,Brighton,1.7,0.2,77.0,56251,Hugo Lloris,4-3-3,Chris Kavanagh,Match Report,,29.0,5.0,22.0,1.0,0,0,2022,TottenhamHotspur
52,2019-04-27,12:30,Premier League,Matchweek 36,Sat,Home,L,0,1,West Ham,1.3,1.2,62.0,60043,Hugo Lloris,4-4-2◆,Anthony Taylor,Match Report,,13.0,4.0,17.9,1.0,0,0,2022,TottenhamHotspur
54,2019-05-04,12:30,Premier League,Matchweek 37,Sat,Away,L,0,1,Bournemouth,0.7,1.6,47.0,10630,Hugo Lloris,4-2-3-1,Craig Pawson,Match Report,,11.0,5.0,23.4,0.0,0,0,2022,TottenhamHotspur
56,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Home,D,2,2,Everton,1.2,1.9,55.0,60124,Hugo Lloris,4-2-3-1◆,Andre Marriner,Match Report,,11.0,3.0,17.9,1.0,0,0,2022,TottenhamHotspur
0,2018-08-12,16:00,Premier League,Matchweek 1,Sun,Home,L,0,2,Manchester City,0.6,1.8,43.0,59934,Petr Čech,4-2-3-1,Michael Oliver,Match Report,,9.0,3.0,18.3,0.0,0,0,2022,Arsenal
1,2018-08-18,17:30,Premier League,Matchweek 2,Sat,Away,L,2,3,Chelsea,2.1,2.6,38.0,40491,Petr Čech,4-2-3-1,Martin Atkinson,Match Report,,15.0,6.0,16.7,0.0,0,0,2022,Arsenal
2,2018-08-25,15:00,Premier League,Matchweek 3,Sat,Home,W,3,1,West Ham,1.8,1.6,61.0,59830,Petr Čech,4-2-3-1,Graham Scott,Match Report,,17.0,10.0,18.8,1.0,0,0,2022,Arsenal
3,2018-09-02,13:30,Premier League,Matchweek 4,Sun,Away,W,3,2,Cardiff City,1.5,1.4,72.0,32316,Petr Čech,4-2-3-1,Anthony Taylor,Match Report,,17.0,11.0,15.4,0.0,0,0,2022,Arsenal
4,2018-09-15,15:00,Premier League,Matchweek 5,Sat,Away,W,2,1,Newcastle Utd,1.1,0.4,63.0,52165,Petr Čech,4-2-3-1,Lee Probert,Match Report,,12.0,2.0,15.6,1.0,0,0,2022,Arsenal
6,2018-09-23,16:00,Premier League,Matchweek 6,Sun,Home,W,2,0,Everton,0.9,0.7,61.0,59964,Petr Čech,4-2-3-1,Jonathan Moss,Match Report,,9.0,5.0,18.1,0.0,0,0,2022,Arsenal
8,2018-09-29,15:00,Premier League,Matchweek 7,Sat,Home,W,2,0,Watford,1.6,1.5,63.0,60019,Petr Čech,4-2-3-1,Anthony Taylor,Match Report,,9.0,2.0,13.7,0.0,0,0,2022,Arsenal
10,2018-10-07,12:00,Premier League,Matchweek 8,Sun,Away,W,5,1,Fulham,1.5,0.9,52.0,25401,Granit Xhaka,4-4-2,Paul Tierney,Match Report,,9.0,7.0,15.9,0.0,0,0,2022,Arsenal
11,2018-10-22,20:00,Premier League,Matchweek 9,Mon,Home,W,3,1,Leicester City,3.2,0.7,68.0,59886,Mesut Özil,4-2-3-1,Chris Kavanagh,Match Report,,19.0,6.0,16.9,2.0,0,0,2022,Arsenal
13,2018-10-28,13:30,Premier League,Matchweek 10,Sun,Away,D,2,2,Crystal Palace,0.9,2.2,56.0,25718,Mesut Özil,4-2-3-1,Martin Atkinson,Match Report,,7.0,2.0,19.7,2.0,0,0,2022,Arsenal
15,2018-11-03,17:30,Premier League,Matchweek 11,Sat,Home,D,1,1,Liverpool,1.4,1.5,62.0,59993,Mesut Özil,4-2-3-1,Andre Marriner,Match Report,,12.0,4.0,14.4,0.0,0,0,2022,Arsenal
17,2018-11-11,16:30,Premier League,Matchweek 12,Sun,Home,D,1,1,Wolves,1.4,1.6,70.0,60030,Mesut Özil,4-2-3-1,Stuart Attwell,Match Report,,12.0,4.0,20.0,0.0,0,0,2022,Arsenal
18,2018-11-25,13:30,Premier League,Matchweek 13,Sun,Away,W,2,1,Bournemouth,1.8,0.7,57.0,10792,Granit Xhaka,3-4-3,Craig Pawson,Match Report,,20.0,4.0,17.4,0.0,0,0,2022,Arsenal
20,2018-12-02,14:05,Premier League,Matchweek 14,Sun,Home,W,4,2,Tottenham,2.6,1.2,59.0,59973,Granit Xhaka,3-4-3,Mike Dean,Match Report,,21.0,5.0,17.2,0.0,1,1,2022,Arsenal
21,2018-12-05,20:00,Premier League,Matchweek 15,Wed,Away,D,2,2,Manchester Utd,1.1,1.2,55.0,74507,Aaron Ramsey,3-4-3,Andre Marriner,Match Report,,9.0,4.0,15.7,0.0,0,0,2022,Arsenal
22,2018-12-08,15:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Huddersfield,1.9,0.4,61.0,59893,Granit Xhaka,3-5-2,Paul Tierney,Match Report,,14.0,2.0,17.6,0.0,0,0,2022,Arsenal
24,2018-12-16,13:30,Premier League,Matchweek 17,Sun,Away,L,2,3,Southampton,1.5,1.0,65.0,29497,Laurent Koscielny,3-4-3,Chris Kavanagh,Match Report,,13.0,4.0,17.4,0.0,0,0,2022,Arsenal
26,2018-12-22,12:30,Premier League,Matchweek 18,Sat,Home,W,3,1,Burnley,1.6,1.0,60.0,59493,Mesut Özil,4-4-2◆,Kevin Friend,Match Report,,11.0,6.0,13.4,1.0,0,0,2022,Arsenal
27,2018-12-26,17:15,Premier League,Matchweek 19,Wed,Away,D,1,1,Brighton,0.6,1.7,67.0,30608,Laurent Koscielny,4-4-2◆,Anthony Taylor,Match Report,,7.0,4.0,18.4,0.0,0,0,2022,Arsenal
28,2018-12-29,17:30,Premier League,Matchweek 20,Sat,Away,L,1,5,Liverpool,1.2,4.1,52.0,53326,Aaron Ramsey,4-2-3-1,Michael Oliver,Match Report,,9.0,3.0,15.4,0.0,0,0,2022,Arsenal
29,2019-01-01,15:00,Premier League,Matchweek 21,Tue,Home,W,4,1,Fulham,2.8,1.5,59.0,59887,Laurent Koscielny,3-4-3,Graham Scott,Match Report,,16.0,8.0,11.8,0.0,0,0,2022,Arsenal
31,2019-01-12,12:30,Premier League,Matchweek 22,Sat,Away,L,0,1,West Ham,0.8,0.7,58.0,59946,Laurent Koscielny,3-4-3,Jonathan Moss,Match Report,,11.0,2.0,16.3,0.0,0,0,2022,Arsenal
32,2019-01-19,17:30,Premier League,Matchweek 23,Sat,Home,W,2,0,Chelsea,1.6,0.7,37.0,59979,Laurent Koscielny,4-4-2◆,Anthony Taylor,Match Report,,13.0,5.0,12.7,0.0,0,0,2022,Arsenal
34,2019-01-29,19:45,Premier League,Matchweek 24,Tue,Home,W,2,1,Cardiff City,2.0,0.8,69.0,59933,Mesut Özil,4-4-2◆,Mike Dean,Match Report,,14.0,3.0,16.7,0.0,1,1,2022,Arsenal
35,2019-02-03,16:30,Premier League,Matchweek 25,Sun,Away,L,1,3,Manchester City,0.8,3.2,41.0,54483,Laurent Koscielny,4-4-2,Martin Atkinson,Match Report,,5.0,2.0,15.8,0.0,0,0,2022,Arsenal
36,2019-02-09,15:00,Premier League,Matchweek 26,Sat,Away,W,2,1,Huddersfield,2.0,1.2,44.0,24182,Laurent Koscielny,3-4-3,Jonathan Moss,Match Report,,10.0,4.0,14.7,0.0,0,0,2022,Arsenal
39,2019-02-24,14:05,Premier League,Matchweek 27,Sun,Home,W,2,0,Southampton,2.1,0.9,62.0,59877,Aaron Ramsey,4-2-3-1,Graham Scott,Match Report,,12.0,4.0,13.8,0.0,0,0,2022,Arsenal
40,2019-02-27,19:45,Premier League,Matchweek 28,Wed,Home,W,5,1,Bournemouth,3.2,1.3,64.0,59618,Laurent Koscielny,3-4-3,Chris Kavanagh,Match Report,,17.0,6.0,15.1,1.0,0,0,2022,Arsenal
41,2019-03-02,12:30,Premier League,Matchweek 29,Sat,Away,D,1,1,Tottenham,2.4,1.3,40.0,81332,Laurent Koscielny,4-2-3-1,Anthony Taylor,Match Report,,8.0,2.0,14.4,0.0,0,1,2022,Arsenal
43,2019-03-10,16:30,Premier League,Matchweek 30,Sun,Home,W,2,0,Manchester Utd,1.5,1.6,46.0,60000,Laurent Koscielny,3-4-1-2,Jonathan Moss,Match Report,,13.0,1.0,18.6,0.0,1,1,2022,Arsenal
45,2019-04-01,20:00,Premier League,Matchweek 32,Mon,Home,W,2,0,Newcastle Utd,0.9,0.1,70.0,59869,Aaron Ramsey,3-4-3,Anthony Taylor,Match Report,,7.0,3.0,15.2,0.0,0,0,2022,Arsenal
46,2019-04-07,14:05,Premier League,Matchweek 33,Sun,Away,L,0,1,Everton,0.4,2.2,56.0,39400,Mesut Özil,3-4-3,Kevin Friend,Match Report,,7.0,1.0,14.8,0.0,0,0,2022,Arsenal
48,2019-04-15,20:00,Premier League,Matchweek 34,Mon,Away,W,1,0,Watford,2.0,0.6,65.0,20480,Laurent Koscielny,4-2-3-1,Craig Pawson,Match Report,,19.0,5.0,16.7,0.0,0,0,2022,Arsenal
50,2019-04-21,16:00,Premier League,Matchweek 35,Sun,Home,L,2,3,Crystal Palace,1.2,2.2,72.0,59929,Laurent Koscielny,3-4-1-2,Jonathan Moss,Match Report,,11.0,5.0,14.9,0.0,0,0,2022,Arsenal
51,2019-04-24,19:45,Premier League,Matchweek 31,Wed,Away,L,1,3,Wolves,0.7,0.9,69.0,31436,Laurent Koscielny,4-2-3-1,Stuart Attwell,Match Report,,11.0,1.0,20.1,1.0,0,0,2022,Arsenal
52,2019-04-28,12:00,Premier League,Matchweek 36,Sun,Away,L,0,3,Leicester City,0.5,2.9,34.0,32037,Granit Xhaka,4-4-2,Michael Oliver,Match Report,,6.0,1.0,13.8,0.0,0,0,2022,Arsenal
54,2019-05-05,16:30,Premier League,Matchweek 37,Sun,Home,D,1,1,Brighton,2.2,1.7,70.0,59965,Mesut Özil,4-4-2◆,Anthony Taylor,Match Report,,19.0,6.0,18.4,2.0,1,1,2022,Arsenal
56,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Away,W,3,1,Burnley,2.1,1.9,60.0,21461,Nacho Monreal,4-2-3-1,Mike Dean,Match Report,,17.0,6.0,15.2,0.0,0,0,2022,Arsenal
0,2018-08-10,20:00,Premier League,Matchweek 1,Fri,Home,W,2,1,Leicester City,1.7,1.0,46.0,74439,Paul Pogba,4-3-3,Andre Marriner,Match Report,,8.0,5.0,19.0,0.0,1,1,2022,ManchesterUnited
1,2018-08-19,16:00,Premier League,Matchweek 2,Sun,Away,L,2,3,Brighton,1.4,1.5,66.0,30592,Paul Pogba,4-3-3,Kevin Friend,Match Report,,8.0,2.0,20.3,0.0,1,1,2022,ManchesterUnited
2,2018-08-27,20:00,Premier League,Matchweek 3,Mon,Home,L,0,3,Tottenham,1.8,1.4,56.0,74400,Antonio Valencia,3-5-1-1,Craig Pawson,Match Report,,23.0,5.0,17.4,1.0,0,0,2022,ManchesterUnited
3,2018-09-02,16:00,Premier League,Matchweek 4,Sun,Away,W,2,0,Burnley,2.9,0.7,53.0,21525,Antonio Valencia,4-3-3,Jonathan Moss,Match Report,,20.0,8.0,17.6,0.0,0,1,2022,ManchesterUnited
4,2018-09-15,17:30,Premier League,Matchweek 5,Sat,Away,W,2,1,Watford,1.2,0.9,57.0,20537,Antonio Valencia,4-3-3,Mike Dean,Match Report,,9.0,6.0,14.5,0.0,0,0,2022,ManchesterUnited
6,2018-09-22,15:00,Premier League,Matchweek 6,Sat,Home,D,1,1,Wolves,0.5,0.6,64.0,74489,Antonio Valencia,4-3-3,Kevin Friend,Match Report,,15.0,6.0,22.6,3.0,0,0,2022,ManchesterUnited
8,2018-09-29,12:30,Premier League,Matchweek 7,Sat,Away,L,1,3,West Ham,0.3,1.3,52.0,56938,Ashley Young,3-5-2,Michael Oliver,Match Report,,9.0,4.0,19.0,1.0,0,0,2022,ManchesterUnited
10,2018-10-06,17:30,Premier League,Matchweek 8,Sat,Home,W,3,2,Newcastle Utd,1.9,1.3,71.0,74519,Ashley Young,4-3-3,Anthony Taylor,Match Report,,18.0,10.0,16.2,1.0,0,0,2022,ManchesterUnited
11,2018-10-20,12:30,Premier League,Matchweek 9,Sat,Away,D,2,2,Chelsea,0.6,1.9,38.0,40721,Ashley Young,4-2-3-1,Mike Dean,Match Report,,7.0,4.0,15.9,0.0,0,0,2022,ManchesterUnited
13,2018-10-28,16:00,Premier League,Matchweek 10,Sun,Home,W,2,1,Everton,2.1,1.9,53.0,74525,Ashley Young,4-3-3,Jonathan Moss,Match Report,,14.0,9.0,17.9,0.0,0,1,2022,ManchesterUnited
14,2018-11-03,12:30,Premier League,Matchweek 11,Sat,Away,W,2,1,Bournemouth,2.9,1.8,51.0,10792,Ashley Young,4-3-3,Paul Tierney,Match Report,,18.0,6.0,15.5,1.0,0,0,2022,ManchesterUnited
16,2018-11-11,16:30,Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester City,0.9,1.6,36.0,54316,Ashley Young,4-3-3,Anthony Taylor,Match Report,,5.0,0.0,18.3,0.0,1,1,2022,ManchesterUnited
17,2018-11-24,15:00,Premier League,Matchweek 13,Sat,Home,D,0,0,Crystal Palace,0.8,1.1,60.0,74516,Ashley Young,4-3-3,Lee Mason,Match Report,,12.0,5.0,16.1,0.0,0,0,2022,ManchesterUnited
19,2018-12-01,17:30,Premier League,Matchweek 14,Sat,Away,D,2,2,Southampton,1.2,0.6,60.0,30187,Ashley Young,3-5-2,Kevin Friend,Match Report,,11.0,5.0,17.3,0.0,0,0,2022,ManchesterUnited
20,2018-12-05,20:00,Premier League,Matchweek 15,Wed,Home,D,2,2,Arsenal,1.2,1.1,45.0,74507,Chris Smalling,3-4-1-2,Andre Marriner,Match Report,,10.0,7.0,20.1,1.0,0,0,2022,ManchesterUnited
21,2018-12-08,15:00,Premier League,Matchweek 16,Sat,Home,W,4,1,Fulham,2.5,1.1,62.0,74523,Ashley Young,4-2-3-1,Lee Probert,Match Report,,20.0,11.0,17.0,1.0,0,0,2022,ManchesterUnited
23,2018-12-16,16:00,Premier League,Matchweek 17,Sun,Away,L,1,3,Liverpool,0.4,2.5,37.0,52908,Ashley Young,4-4-1-1,Martin Atkinson,Match Report,,6.0,3.0,21.7,0.0,0,0,2022,ManchesterUnited
24,2018-12-22,17:30,Premier League,Matchweek 18,Sat,Away,W,5,1,Cardiff City,2.6,1.3,73.0,33028,Ashley Young,4-3-3,Michael Oliver,Match Report,,16.0,8.0,19.3,1.0,1,1,2022,ManchesterUnited
25,2018-12-26,15:00,Premier League,Matchweek 19,Wed,Home,W,3,1,Huddersfield,1.8,1.5,65.0,74523,David de Gea,4-2-3-1,Jonathan Moss,Match Report,,15.0,10.0,19.5,2.0,0,0,2022,ManchesterUnited
26,2018-12-30,16:30,Premier League,Matchweek 20,Sun,Home,W,4,1,Bournemouth,2.1,0.4,65.0,74556,Ashley Young,4-2-3-1,Lee Mason,Match Report,,11.0,7.0,14.7,0.0,0,0,2022,ManchesterUnited
27,2019-01-02,20:00,Premier League,Matchweek 21,Wed,Away,W,2,0,Newcastle Utd,2.3,0.8,65.0,52217,Antonio Valencia,4-2-3-1,Andre Marriner,Match Report,,16.0,7.0,18.6,3.0,0,0,2022,ManchesterUnited
29,2019-01-13,16:30,Premier League,Matchweek 22,Sun,Away,W,1,0,Tottenham,1.3,2.3,38.0,80062,Ashley Young,4-4-2◆,Mike Dean,Match Report,,13.0,8.0,18.7,0.0,0,0,2022,ManchesterUnited
30,2019-01-19,15:00,Premier League,Matchweek 23,Sat,Home,W,2,1,Brighton,2.7,0.7,55.0,74532,Ashley Young,4-3-3,Paul Tierney,Match Report,,20.0,4.0,18.4,2.0,1,1,2022,ManchesterUnited
32,2019-01-29,20:00,Premier League,Matchweek 24,Tue,Home,D,2,2,Burnley,3.0,0.7,73.0,74529,Ashley Young,4-1-4-1,Jonathan Moss,Match Report,,27.0,8.0,16.3,1.0,1,1,2022,ManchesterUnited
33,2019-02-03,14:05,Premier League,Matchweek 25,Sun,Away,W,1,0,Leicester City,1.3,1.5,57.0,32148,Ashley Young,4-4-2◆,Mike Dean,Match Report,,10.0,5.0,15.5,0.0,0,0,2022,ManchesterUnited
34,2019-02-09,12:30,Premier League,Matchweek 26,Sat,Away,W,3,0,Fulham,1.7,1.4,49.0,25001,David de Gea,4-1-4-1,Paul Tierney,Match Report,,13.0,6.0,16.8,0.0,1,1,2022,ManchesterUnited
37,2019-02-24,14:05,Premier League,Matchweek 27,Sun,Home,D,0,0,Liverpool,0.2,0.4,36.0,74519,Ashley Young,4-4-2◆,Michael Oliver,Match Report,,5.0,2.0,15.8,0.0,0,0,2022,ManchesterUnited
38,2019-02-27,20:00,Premier League,Matchweek 28,Wed,Away,W,3,1,Crystal Palace,1.3,1.5,54.0,25754,Ashley Young,4-3-3,Martin Atkinson,Match Report,,13.0,4.0,16.6,2.0,0,0,2022,ManchesterUnited
39,2019-03-02,15:00,Premier League,Matchweek 29,Sat,Home,W,3,2,Southampton,2.2,0.5,63.0,74459,Ashley Young,4-4-2◆,Stuart Attwell,Match Report,,15.0,5.0,18.8,0.0,0,1,2022,ManchesterUnited
41,2019-03-10,16:30,Premier League,Matchweek 30,Sun,Away,L,0,2,Arsenal,1.6,1.5,54.0,60000,Ashley Young,4-4-2,Jonathan Moss,Match Report,,14.0,4.0,16.6,1.0,0,0,2022,ManchesterUnited
43,2019-03-30,15:00,Premier League,Matchweek 32,Sat,Home,W,2,1,Watford,1.3,1.3,51.0,74543,Ashley Young,4-4-2◆,Stuart Attwell,Match Report,,8.0,5.0,16.6,0.0,0,0,2022,ManchesterUnited
44,2019-04-02,19:45,Premier League,Matchweek 33,Tue,Away,L,1,2,Wolves,1.6,1.5,51.0,31302,Ashley Young,3-5-1-1,Mike Dean,Match Report,,19.0,4.0,19.9,0.0,0,0,2022,ManchesterUnited
46,2019-04-13,17:30,Premier League,Matchweek 34,Sat,Home,W,2,1,West Ham,2.4,1.2,43.0,74478,David de Gea,4-2-3-1,Graham Scott,Match Report,,12.0,2.0,21.0,0.0,2,2,2022,ManchesterUnited
48,2019-04-21,13:30,Premier League,Matchweek 35,Sun,Away,L,0,4,Everton,0.3,1.2,51.0,39395,David de Gea,4-3-3,Paul Tierney,Match Report,,7.0,1.0,22.8,1.0,0,0,2022,ManchesterUnited
49,2019-04-24,20:00,Premier League,Matchweek 31,Wed,Home,L,0,2,Manchester City,0.7,0.5,37.0,74431,Ashley Young,3-5-2,Andre Marriner,Match Report,,12.0,1.0,24.5,1.0,0,0,2022,ManchesterUnited
50,2019-04-28,16:30,Premier League,Matchweek 36,Sun,Home,D,1,1,Chelsea,0.6,1.2,52.0,74526,Ashley Young,4-4-2◆,Martin Atkinson,Match Report,,7.0,4.0,13.0,1.0,0,0,2022,ManchesterUnited
51,2019-05-05,14:00,Premier League,Matchweek 37,Sun,Away,D,1,1,Huddersfield,1.3,1.1,64.0,24263,Ashley Young,4-4-2◆,Lee Mason,Match Report,,22.0,7.0,19.6,2.0,0,0,2022,ManchesterUnited
52,2019-05-12,15:00,Premier League,Matchweek 38,Sun,Home,L,0,2,Cardiff City,1.8,1.9,73.0,74457,Ashley Young,4-4-2◆,Jonathan Moss,Match Report,,26.0,10.0,18.9,1.0,0,0,2022,ManchesterUnited
0,2018-08-11,17:30,Premier League,Matchweek 1,Sat,Home,D,2,2,Everton,0.9,0.7,58.0,31231,Conor Coady,3-4-3,Craig Pawson,Match Report,,11.0,4.0,22.0,1.0,0,0,2022,WolverhamptonWanderers
1,2018-08-18,15:00,Premier League,Matchweek 2,Sat,Away,L,0,2,Leicester City,1.2,0.2,57.0,32043,Conor Coady,3-4-3,Mike Dean,Match Report,,11.0,2.0,16.8,0.0,0,0,2022,WolverhamptonWanderers
