,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
41,2020-07-16,18:00,Premier League,Matchweek 36,Thu,Away,L,0,2,Leicester City,0.2,2.2,47.0,,Oliver Norwood,3-5-2,Michael Oliver,Match Report,,4.0,0.0,14.7,0.0,0,0,2022,SheffieldUnited
42,2020-07-20,18:00,Premier League,Matchweek 37,Mon,Home,L,0,1,Everton,0.5,0.3,51.0,,Oliver Norwood,3-5-2,Stuart Attwell,Match Report,,8.0,0.0,13.0,0.0,0,0,2022,SheffieldUnited
43,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Away,L,1,3,Southampton,1.4,2.2,28.0,,Billy Sharp,3-5-2,Peter Bankes,Match Report,,5.0,3.0,11.4,0.0,0,0,2022,SheffieldUnited
0,2019-08-10,15:00,Premier League,Matchweek 1,Sat,Home,W,3,0,Southampton,0.7,0.8,46.0,19784.0,Ben Mee,4-4-2,Graham Scott,Match Report,,9.0,4.0,15.8,0.0,0,0,2022,Burnley
1,2019-08-17,12:30,Premier League,Matchweek 2,Sat,Away,L,1,2,Arsenal,1.3,0.9,33.0,60214.0,Ben Mee,4-4-2,Mike Dean,Match Report,,17.0,4.0,13.9,0.0,0,0,2022,Burnley
2,2019-08-25,16:30,Premier League,Matchweek 3,Sun,Away,D,1,1,Wolves,1.2,1.5,35.0,30522.0,Ben Mee,4-4-2,Craig Pawson,Match Report,,12.0,2.0,16.2,0.0,0,0,2022,Burnley
4,2019-08-31,17:30,Premier League,Matchweek 4,Sat,Home,L,0,3,Liverpool,0.4,1.1,37.0,21762.0,Ben Mee,4-4-2,Chris Kavanagh,Match Report,,7.0,2.0,19.5,0.0,0,0,2022,Burnley
5,2019-09-14,15:00,Premier League,Matchweek 5,Sat,Away,D,1,1,Brighton,0.6,0.9,36.0,29398.0,Ben Mee,4-4-2,Michael Oliver,Match Report,,7.0,1.0,18.2,0.0,0,0,2022,Burnley
6,2019-09-21,15:00,Premier League,Matchweek 6,Sat,Home,W,2,0,Norwich City,1.5,0.6,42.0,19712.0,Ben Mee,4-4-2,David Coote,Match Report,,13.0,6.0,13.0,1.0,0,0,2022,Burnley
7,2019-09-28,15:00,Premier League,Matchweek 7,Sat,Away,D,2,2,Aston Villa,1.5,0.8,39.0,41546.0,Ben Mee,4-4-2,Lee Mason,Match Report,,10.0,3.0,12.1,2.0,0,0,2022,Burnley
8,2019-10-05,15:00,Premier League,Matchweek 8,Sat,Home,W,1,0,Everton,0.7,0.9,42.0,20650.0,Ben Mee,4-4-2,Graham Scott,Match Report,,9.0,3.0,15.4,1.0,0,0,2022,Burnley
9,2019-10-19,15:00,Premier League,Matchweek 9,Sat,Away,L,1,2,Leicester City,1.4,1.4,38.0,32105.0,Ben Mee,4-4-2,Jonathan Moss,Match Report,,13.0,4.0,17.7,1.0,0,0,2022,Burnley
10,2019-10-26,17:30,Premier League,Matchweek 10,Sat,Home,L,2,4,Chelsea,2.2,1.0,37.0,20975.0,Ben Mee,4-4-2,Michael Oliver,Match Report,,13.0,5.0,14.5,0.0,0,0,2022,Burnley
11,2019-11-02,15:00,Premier League,Matchweek 11,Sat,Away,L,0,3,Sheffield Utd,0.8,2.1,56.0,31131.0,Ben Mee,4-4-2,Simon Hooper,Match Report,,6.0,1.0,14.0,1.0,0,0,2022,Burnley
12,2019-11-09,15:00,Premier League,Matchweek 12,Sat,Home,W,3,0,West Ham,1.6,0.4,40.0,20255.0,Ben Mee,4-4-2,Kevin Friend,Match Report,,14.0,11.0,16.5,0.0,0,0,2022,Burnley
13,2019-11-23,15:00,Premier League,Matchweek 13,Sat,Away,W,3,0,Watford,2.3,1.0,36.0,19711.0,Ben Mee,4-4-2,Paul Tierney,Match Report,,11.0,4.0,15.9,0.0,1,1,2022,Burnley
14,2019-11-30,15:00,Premier League,Matchweek 14,Sat,Home,L,0,2,Crystal Palace,1.5,0.8,44.0,19818.0,Ben Mee,4-4-2,Peter Bankes,Match Report,,15.0,3.0,12.8,0.0,0,0,2022,Burnley
15,2019-12-03,20:15,Premier League,Matchweek 15,Tue,Home,L,1,4,Manchester City,0.5,1.8,25.0,20101.0,Ben Mee,4-4-1-1,Jonathan Moss,Match Report,,4.0,2.0,13.9,1.0,0,0,2022,Burnley
16,2019-12-07,15:00,Premier League,Matchweek 16,Sat,Away,L,0,5,Tottenham,0.5,2.3,52.0,58401.0,Ben Mee,4-4-2,Kevin Friend,Match Report,,7.0,1.0,16.2,0.0,0,0,2022,Burnley
17,2019-12-14,15:00,Premier League,Matchweek 17,Sat,Home,W,1,0,Newcastle Utd,1.0,0.7,49.0,19798.0,Ben Mee,4-4-2,Tim Robinson,Match Report,,7.0,4.0,11.4,0.0,0,0,2022,Burnley
18,2019-12-21,15:00,Premier League,Matchweek 18,Sat,Away,W,1,0,Bournemouth,0.2,0.2,37.0,10020.0,Ben Mee,4-4-2,Martin Atkinson,Match Report,,2.0,1.0,15.4,0.0,0,0,2022,Burnley
19,2019-12-26,15:00,Premier League,Matchweek 19,Thu,Away,L,0,1,Everton,0.4,1.6,32.0,39177.0,Ben Mee,4-4-2,Anthony Taylor,Match Report,,6.0,0.0,16.0,0.0,0,0,2022,Burnley
20,2019-12-28,19:45,Premier League,Matchweek 20,Sat,Home,L,0,2,Manchester Utd,0.4,1.8,38.0,21924.0,Ben Mee,4-4-2,Mike Dean,Match Report,,8.0,1.0,17.9,1.0,0,0,2022,Burnley
21,2020-01-01,12:30,Premier League,Matchweek 21,Wed,Home,L,1,2,Aston Villa,2.0,0.9,62.0,19561.0,Ben Mee,4-4-2,Michael Oliver,Match Report,,21.0,1.0,15.4,1.0,0,0,2022,Burnley
23,2020-01-11,15:00,Premier League,Matchweek 22,Sat,Away,L,0,3,Chelsea,0.4,2.6,35.0,40396.0,Ben Mee,4-4-1-1,Kevin Friend,Match Report,,7.0,1.0,14.9,2.0,0,0,2022,Burnley
24,2020-01-19,14:00,Premier League,Matchweek 23,Sun,Home,W,2,1,Leicester City,1.4,2.4,44.0,19788.0,Ben Mee,4-4-2,Anthony Taylor,Match Report,,8.0,5.0,15.3,1.0,0,0,2022,Burnley
25,2020-01-22,20:15,Premier League,Matchweek 24,Wed,Away,W,2,0,Manchester Utd,0.6,1.8,30.0,73198.0,Ben Mee,4-4-2,Jonathan Moss,Match Report,,5.0,2.0,15.2,1.0,0,0,2022,Burnley
27,2020-02-02,14:00,Premier League,Matchweek 25,Sun,Home,D,0,0,Arsenal,1.9,1.0,43.0,21048.0,Ben Mee,4-4-2,Chris Kavanagh,Match Report,,15.0,2.0,13.3,0.0,0,0,2022,Burnley
28,2020-02-15,12:30,Premier League,Matchweek 26,Sat,Away,W,2,1,Southampton,0.6,0.7,38.0,26302.0,Ben Mee,4-4-2,Simon Hooper,Match Report,,8.0,6.0,21.4,0.0,0,0,2022,Burnley
29,2020-02-22,15:00,Premier League,Matchweek 27,Sat,Home,W,3,0,Bournemouth,2.8,1.6,43.0,18227.0,Ben Mee,4-4-2,Mike Dean,Match Report,,15.0,9.0,21.2,0.0,1,1,2022,Burnley
30,2020-02-29,15:00,Premier League,Matchweek 28,Sat,Away,D,0,0,Newcastle Utd,0.8,1.1,46.0,52219.0,Ben Mee,4-4-2,Andy Madley,Match Report,,8.0,1.0,17.7,0.0,0,0,2022,Burnley
31,2020-03-07,17:30,Premier League,Matchweek 29,Sat,Home,D,1,1,Tottenham,2.4,1.2,46.0,20496.0,Ben Mee,4-4-2,Jonathan Moss,Match Report,,21.0,7.0,15.1,2.0,0,0,2022,Burnley
32,2020-06-22,20:00,Premier League,Matchweek 30,Mon,Away,L,0,5,Manchester City,0.0,3.0,29.0,,Ben Mee,4-4-2,Andre Marriner,Match Report,,1.0,0.0,28.9,1.0,0,0,2022,Burnley
33,2020-06-25,18:00,Premier League,Matchweek 31,Thu,Home,W,1,0,Watford,1.1,0.7,54.0,,Ben Mee,4-4-2,Mike Dean,Match Report,,9.0,4.0,16.6,0.0,0,0,2022,Burnley
34,2020-06-29,20:00,Premier League,Matchweek 32,Mon,Away,W,1,0,Crystal Palace,0.5,1.1,43.0,,Ben Mee,4-4-1-1,Simon Hooper,Match Report,,8.0,4.0,17.1,0.0,0,0,2022,Burnley
35,2020-07-05,12:00,Premier League,Matchweek 33,Sun,Home,D,1,1,Sheffield Utd,1.5,1.3,49.0,,James Tarkowski,4-4-2,Peter Bankes,Match Report,,9.0,5.0,19.9,0.0,0,0,2022,Burnley
36,2020-07-08,18:00,Premier League,Matchweek 34,Wed,Away,W,1,0,West Ham,1.0,1.8,47.0,,James Tarkowski,4-4-2,Michael Oliver,Match Report,,8.0,4.0,12.6,0.0,0,0,2022,Burnley
37,2020-07-11,15:00,Premier League,Matchweek 35,Sat,Away,D,1,1,Liverpool,0.8,2.1,29.0,,James Tarkowski,4-4-2,David Coote,Match Report,,6.0,2.0,14.4,0.0,0,0,2022,Burnley
38,2020-07-15,18:00,Premier League,Matchweek 36,Wed,Home,D,1,1,Wolves,1.8,1.1,46.0,,James Tarkowski,4-4-2,Mike Dean,Match Report,,8.0,0.0,15.4,0.0,1,1,2022,Burnley
39,2020-07-18,17:30,Premier League,Matchweek 37,Sat,Away,W,2,0,Norwich City,1.8,0.3,59.0,,James Tarkowski,4-4-2,Kevin Friend,Match Report,,23.0,8.0,17.6,1.0,0,0,2022,Burnley
40,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Home,L,1,2,Brighton,1.8,1.1,55.0,,James Tarkowski,4-4-2,Jonathan Moss,Match Report,,14.0,1.0,12.1,0.0,0,0,2022,Burnley
0,2019-08-10,15:00,Premier League,Matchweek 1,Sat,Away,L,0,3,Burnley,0.8,0.7,54.0,19784.0,James Ward-Prowse,3-4-3,Graham Scott,Match Report,,12.0,3.0,17.7,1.0,0,0,2022,Southampton
1,2019-08-17,15:00,Premier League,Matchweek 2,Sat,Home,L,1,2,Liverpool,1.6,1.4,37.0,31712.0,Pierre Højbjerg,3-5-2,Andre Marriner,Match Report,,11.0,3.0,16.8,0.0,0,0,2022,Southampton
2,2019-08-24,15:00,Premier League,Matchweek 3,Sat,Away,W,2,0,Brighton,1.5,0.9,48.0,30019.0,Pierre Højbjerg,4-2-2-2,Kevin Friend,Match Report,,12.0,4.0,18.2,2.0,0,0,2022,Southampton
4,2019-08-31,12:30,Premier League,Matchweek 4,Sat,Home,D,1,1,Manchester Utd,0.7,1.6,40.0,30499.0,Pierre Højbjerg,4-4-2,Mike Dean,Match Report,,11.0,2.0,19.4,0.0,0,0,2022,Southampton
5,2019-09-14,15:00,Premier League,Matchweek 5,Sat,Away,W,1,0,Sheffield Utd,1.3,1.9,51.0,30985.0,Pierre Højbjerg,3-4-3,Lee Mason,Match Report,,12.0,7.0,16.5,0.0,0,0,2022,Southampton
6,2019-09-20,20:00,Premier League,Matchweek 6,Fri,Home,L,1,3,Bournemouth,2.2,1.2,65.0,30168.0,Pierre Højbjerg,4-2-2-2,Chris Kavanagh,Match Report,,24.0,6.0,18.2,0.0,1,1,2022,Southampton
8,2019-09-28,15:00,Premier League,Matchweek 7,Sat,Away,L,1,2,Tottenham,1.6,1.0,59.0,59645.0,Pierre Højbjerg,3-4-1-2,Graham Scott,Match Report,,15.0,6.0,19.2,1.0,0,0,2022,Southampton
9,2019-10-06,14:00,Premier League,Matchweek 8,Sun,Home,L,1,4,Chelsea,1.0,1.9,42.0,31473.0,Pierre Højbjerg,4-3-3,Paul Tierney,Match Report,,10.0,2.0,17.5,1.0,0,0,2022,Southampton
10,2019-10-19,15:00,Premier League,Matchweek 9,Sat,Away,D,1,1,Wolves,1.6,0.9,43.0,30915.0,Pierre Højbjerg,3-4-3,Peter Bankes,Match Report,,14.0,5.0,14.4,1.0,0,0,2022,Southampton
11,2019-10-25,20:00,Premier League,Matchweek 10,Fri,Home,L,0,9,Leicester City,0.4,3.7,29.0,28762.0,Pierre Højbjerg,3-5-2,Andre Marriner,Match Report,,6.0,3.0,21.3,1.0,0,0,2022,Southampton
13,2019-11-02,15:00,Premier League,Matchweek 11,Sat,Away,L,1,2,Manchester City,0.7,3.1,25.0,53922.0,Pierre Højbjerg,3-5-2,Lee Mason,Match Report,,3.0,3.0,17.6,0.0,0,0,2022,Southampton
14,2019-11-09,15:00,Premier League,Matchweek 12,Sat,Home,L,1,2,Everton,0.9,1.9,46.0,29754.0,James Ward-Prowse,3-4-3,Paul Tierney,Match Report,,4.0,3.0,21.2,1.0,0,0,2022,Southampton
15,2019-11-23,15:00,Premier League,Matchweek 13,Sat,Away,D,2,2,Arsenal,2.8,2.0,40.0,60295.0,Pierre Højbjerg,4-4-2,Stuart Attwell,Match Report,,20.0,4.0,21.6,0.0,0,1,2022,Southampton
16,2019-11-30,17:30,Premier League,Matchweek 14,Sat,Home,W,2,1,Watford,1.4,0.7,63.0,26929.0,Pierre Højbjerg,4-4-2,Michael Oliver,Match Report,,11.0,5.0,16.0,2.0,0,0,2022,Southampton
17,2019-12-04,19:30,Premier League,Matchweek 15,Wed,Home,W,2,1,Norwich City,1.1,0.8,40.0,27019.0,Pierre Højbjerg,4-4-2,Kevin Friend,Match Report,,14.0,5.0,16.8,0.0,0,0,2022,Southampton
18,2019-12-08,14:00,Premier League,Matchweek 16,Sun,Away,L,1,2,Newcastle Utd,2.3,1.2,53.0,42303.0,Pierre Højbjerg,4-4-2,David Coote,Match Report,,19.0,4.0,16.2,2.0,0,0,2022,Southampton
19,2019-12-14,17:30,Premier League,Matchweek 17,Sat,Home,L,0,1,West Ham,0.9,1.0,56.0,27701.0,Pierre Højbjerg,4-4-2,Martin Atkinson,Match Report,,11.0,2.0,16.8,1.0,0,0,2022,Southampton
20,2019-12-21,15:00,Premier League,Matchweek 18,Sat,Away,W,3,1,Aston Villa,3.1,1.0,43.0,41834.0,Pierre Højbjerg,4-4-2,Craig Pawson,Match Report,,17.0,8.0,14.7,2.0,0,0,2022,Southampton
21,2019-12-26,15:00,Premier League,Matchweek 19,Thu,Away,W,2,0,Chelsea,0.7,0.5,34.0,40651.0,Pierre Højbjerg,4-4-2,Jonathan Moss,Match Report,,5.0,3.0,14.2,0.0,0,0,2022,Southampton
22,2019-12-28,15:00,Premier League,Matchweek 20,Sat,Home,D,1,1,Crystal Palace,1.4,0.2,59.0,31108.0,Pierre Højbjerg,4-4-2,Andy Madley,Match Report,,14.0,5.0,15.7,1.0,0,0,2022,Southampton
23,2020-01-01,15:00,Premier League,Matchweek 21,Wed,Home,W,1,0,Tottenham,1.4,0.5,42.0,30976.0,Pierre Højbjerg,4-4-2,Mike Dean,Match Report,,13.0,3.0,14.1,0.0,0,0,2022,Southampton
25,2020-01-11,15:00,Premier League,Matchweek 22,Sat,Away,W,2,1,Leicester City,2.3,1.0,43.0,32115.0,Pierre Højbjerg,4-4-2,Lee Mason,Match Report,,16.0,8.0,16.8,1.0,0,0,2022,Southampton
26,2020-01-18,15:00,Premier League,Matchweek 23,Sat,Home,L,2,3,Wolves,0.7,1.7,56.0,31152.0,Pierre Højbjerg,4-4-2,Darren England,Match Report,,11.0,5.0,13.4,0.0,0,0,2022,Southampton
27,2020-01-21,19:30,Premier League,Matchweek 24,Tue,Away,W,2,0,Crystal Palace,1.3,0.8,55.0,23739.0,Pierre Højbjerg,4-4-2,Andre Marriner,Match Report,,15.0,6.0,21.4,0.0,0,0,2022,Southampton
29,2020-02-01,15:00,Premier League,Matchweek 25,Sat,Away,L,0,4,Liverpool,1.0,3.2,39.0,53291.0,Pierre Højbjerg,4-4-2,Kevin Friend,Match Report,,18.0,4.0,18.1,0.0,0,0,2022,Southampton
31,2020-02-15,12:30,Premier League,Matchweek 26,Sat,Home,L,1,2,Burnley,0.7,0.6,62.0,26302.0,Pierre Højbjerg,4-2-2-2,Simon Hooper,Match Report,,10.0,2.0,16.8,0.0,0,0,2022,Southampton
32,2020-02-22,15:00,Premier League,Matchweek 27,Sat,Home,W,2,0,Aston Villa,2.8,0.5,46.0,31478.0,Pierre Højbjerg,4-4-2,Craig Pawson,Match Report,,28.0,8.0,18.3,1.0,0,0,2022,Southampton
33,2020-02-29,15:00,Premier League,Matchweek 28,Sat,Away,L,1,3,West Ham,0.8,2.3,65.0,59962.0,Pierre Højbjerg,4-4-2,Anthony Taylor,Match Report,,10.0,2.0,15.8,0.0,0,0,2022,Southampton
34,2020-03-07,15:00,Premier League,Matchweek 29,Sat,Home,L,0,1,Newcastle Utd,0.4,2.8,39.0,30096.0,Pierre Højbjerg,4-4-2,Graham Scott,Match Report,,6.0,3.0,15.3,0.0,0,0,2022,Southampton
35,2020-06-19,18:00,Premier League,Matchweek 30,Fri,Away,W,3,0,Norwich City,1.7,0.8,45.0,,James Ward-Prowse,4-4-2,Kevin Friend,Match Report,,22.0,8.0,18.4,2.0,0,0,2022,Southampton
36,2020-06-25,18:00,Premier League,Matchweek 31,Thu,Home,L,0,2,Arsenal,0.7,2.7,53.0,,James Ward-Prowse,4-4-2,Graham Scott,Match Report,,12.0,3.0,15.9,0.0,0,0,2022,Southampton
37,2020-06-28,16:30,Premier League,Matchweek 32,Sun,Away,W,3,1,Watford,1.2,0.4,51.0,,James Ward-Prowse,4-4-2,Michael Oliver,Match Report,,11.0,7.0,19.1,3.0,0,0,2022,Southampton
38,2020-07-05,19:00,Premier League,Matchweek 33,Sun,Home,W,1,0,Manchester City,0.8,2.9,28.0,,James Ward-Prowse,4-4-2,Andre Marriner,Match Report,,8.0,4.0,24.1,1.0,0,0,2022,Southampton
39,2020-07-09,18:00,Premier League,Matchweek 34,Thu,Away,D,1,1,Everton,2.4,1.0,61.0,,James Ward-Prowse,4-4-2,Lee Mason,Match Report,,16.0,4.0,17.2,2.0,0,1,2022,Southampton
40,2020-07-13,20:00,Premier League,Matchweek 35,Mon,Away,D,2,2,Manchester Utd,1.6,1.2,54.0,,James Ward-Prowse,4-4-2,Chris Kavanagh,Match Report,,9.0,5.0,11.5,0.0,0,0,2022,Southampton
41,2020-07-16,20:15,Premier League,Matchweek 36,Thu,Home,D,1,1,Brighton,1.9,0.8,67.0,,James Ward-Prowse,4-4-2,Andre Marriner,Match Report,,20.0,4.0,17.7,1.0,0,0,2022,Southampton
42,2020-07-19,14:00,Premier League,Matchweek 37,Sun,Away,W,2,0,Bournemouth,2.1,1.1,56.0,,James Ward-Prowse,4-4-2,Craig Pawson,Match Report,,15.0,7.0,17.2,0.0,0,1,2022,Southampton
43,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Home,W,3,1,Sheffield Utd,2.2,1.4,72.0,,James Ward-Prowse,4-4-2,Peter Bankes,Match Report,,12.0,3.0,19.4,0.0,1,1,2022,Southampton
0,2019-08-10,15:00,Premier League,Matchweek 1,Sat,Away,D,0,0,Crystal Palace,1.0,0.7,65.0,25151.0,Séamus Coleman,4-2-3-1,Jonathan Moss,Match Report,,10.0,2.0,15.5,0.0,0,0,2022,Everton
1,2019-08-17,15:00,Premier League,Matchweek 2,Sat,Home,W,1,0,Watford,1.0,1.0,44.0,39066.0,Séamus Coleman,4-2-3-1,Lee Mason,Match Report,,12.0,2.0,19.0,1.0,0,0,2022,Everton
2,2019-08-23,20:00,Premier League,Matchweek 3,Fri,Away,L,0,2,Aston Villa,1.0,0.9,63.0,41922.0,Séamus Coleman,4-2-3-1,Michael Oliver,Match Report,,12.0,0.0,20.8,0.0,0,0,2022,Everton
4,2019-09-01,14:00,Premier League,Matchweek 4,Sun,Home,W,3,2,Wolves,1.4,1.3,58.0,39374.0,Séamus Coleman,4-2-3-1,Anthony Taylor,Match Report,,15.0,6.0,14.3,0.0,0,0,2022,Everton
5,2019-09-15,14:00,Premier League,Matchweek 5,Sun,Away,L,1,3,Bournemouth,1.4,1.5,58.0,10416.0,Séamus Coleman,4-2-3-1,Paul Tierney,Match Report,,14.0,5.0,16.3,0.0,0,0,2022,Everton
6,2019-09-21,15:00,Premier League,Matchweek 6,Sat,Home,L,0,2,Sheffield Utd,0.9,0.2,70.0,39354.0,Séamus Coleman,4-2-3-1,Simon Hooper,Match Report,,16.0,3.0,17.7,1.0,0,0,2022,Everton
8,2019-09-28,17:30,Premier League,Matchweek 7,Sat,Home,L,1,3,Manchester City,2.5,3.5,37.0,39222.0,Séamus Coleman,4-2-3-1,Michael Oliver,Match Report,,12.0,6.0,10.3,1.0,0,0,2022,Everton
9,2019-10-05,15:00,Premier League,Matchweek 8,Sat,Away,L,0,1,Burnley,0.9,0.7,58.0,20650.0,Séamus Coleman,4-2-3-1,Graham Scott,Match Report,,11.0,2.0,15.3,1.0,0,0,2022,Everton
10,2019-10-19,12:30,Premier League,Matchweek 9,Sat,Home,W,2,0,West Ham,2.1,0.9,52.0,39263.0,Lucas Digne,4-2-3-1,Paul Tierney,Match Report,,18.0,10.0,15.9,1.0,0,0,2022,Everton
11,2019-10-26,15:00,Premier League,Matchweek 10,Sat,Away,L,2,3,Brighton,0.7,1.3,45.0,30529.0,Lucas Digne,4-2-3-1,Andy Madley,Match Report,,10.0,6.0,15.5,0.0,0,0,2022,Everton
13,2019-11-03,16:30,Premier League,Matchweek 11,Sun,Home,D,1,1,Tottenham,0.8,0.5,46.0,39001.0,Lucas Digne,4-1-4-1,Martin Atkinson,Match Report,,7.0,3.0,12.5,0.0,0,0,2022,Everton
14,2019-11-09,15:00,Premier League,Matchweek 12,Sat,Away,W,2,1,Southampton,1.9,0.9,54.0,29754.0,Gylfi Sigurðsson,4-2-3-1,Paul Tierney,Match Report,,24.0,5.0,15.1,0.0,0,0,2022,Everton
15,2019-11-23,15:00,Premier League,Matchweek 13,Sat,Home,L,0,2,Norwich City,0.8,1.8,56.0,39241.0,Gylfi Sigurðsson,4-2-3-1,Anthony Taylor,Match Report,,18.0,7.0,17.7,1.0,0,0,2022,Everton
16,2019-12-01,16:30,Premier League,Matchweek 14,Sun,Away,L,1,2,Leicester City,0.9,2.6,30.0,32144.0,Gylfi Sigurðsson,3-4-3,Graham Scott,Match Report,,11.0,3.0,13.2,0.0,0,0,2022,Everton
17,2019-12-04,20:15,Premier League,Matchweek 15,Wed,Away,L,2,5,Liverpool,1.5,2.7,43.0,53094.0,Gylfi Sigurðsson,3-4-3,Mike Dean,Match Report,,11.0,4.0,15.1,1.0,0,0,2022,Everton
18,2019-12-07,12:30,Premier League,Matchweek 16,Sat,Home,W,3,1,Chelsea,1.7,0.9,29.0,39114.0,Gylfi Sigurðsson,4-4-2,Craig Pawson,Match Report,,13.0,7.0,16.9,0.0,0,0,2022,Everton
19,2019-12-15,14:00,Premier League,Matchweek 17,Sun,Away,D,1,1,Manchester Utd,0.3,1.7,35.0,63328.0,Séamus Coleman,4-4-2,Michael Oliver,Match Report,,8.0,3.0,23.5,1.0,0,0,2022,Everton
21,2019-12-21,12:30,Premier League,Matchweek 18,Sat,Home,D,0,0,Arsenal,0.4,0.7,43.0,39336.0,Gylfi Sigurðsson,4-4-2,Kevin Friend,Match Report,,9.0,0.0,19.0,1.0,0,0,2022,Everton
22,2019-12-26,15:00,Premier League,Matchweek 19,Thu,Home,W,1,0,Burnley,1.6,0.4,68.0,39177.0,Séamus Coleman,3-4-1-2,Anthony Taylor,Match Report,,21.0,5.0,17.8,1.0,0,0,2022,Everton
23,2019-12-28,15:00,Premier League,Matchweek 20,Sat,Away,W,2,1,Newcastle Utd,3.5,1.5,57.0,52211.0,Leighton Baines,4-4-2,Lee Mason,Match Report,,21.0,9.0,14.1,1.0,0,0,2022,Everton
24,2020-01-01,17:30,Premier League,Matchweek 21,Wed,Away,L,1,2,Manchester City,1.2,1.6,35.0,54407.0,Séamus Coleman,3-5-2,Andre Marriner,Match Report,,7.0,2.0,10.2,0.0,0,0,2022,Everton
26,2020-01-11,15:00,Premier League,Matchweek 22,Sat,Home,W,1,0,Brighton,1.8,1.2,52.0,38772.0,Gylfi Sigurðsson,4-4-2,David Coote,Match Report,,14.0,6.0,12.0,0.0,0,0,2022,Everton
27,2020-01-18,15:00,Premier League,Matchweek 23,Sat,Away,D,1,1,West Ham,1.2,1.2,51.0,59915.0,Séamus Coleman,4-4-2,Andre Marriner,Match Report,,10.0,2.0,12.3,0.0,0,0,2022,Everton
28,2020-01-21,19:30,Premier League,Matchweek 24,Tue,Home,D,2,2,Newcastle Utd,1.6,0.8,56.0,38822.0,Lucas Digne,4-4-2,Simon Hooper,Match Report,,16.0,7.0,17.2,1.0,0,0,2022,Everton
29,2020-02-01,15:00,Premier League,Matchweek 25,Sat,Away,W,3,2,Watford,2.1,0.6,55.0,21229.0,Gylfi Sigurðsson,4-4-2,Craig Pawson,Match Report,,12.0,5.0,12.6,1.0,0,0,2022,Everton
30,2020-02-08,12:30,Premier League,Matchweek 26,Sat,Home,W,3,1,Crystal Palace,2.4,1.1,47.0,38987.0,Séamus Coleman,4-4-2,David Coote,Match Report,,14.0,7.0,15.1,1.0,0,0,2022,Everton
31,2020-02-23,16:30,Premier League,Matchweek 27,Sun,Away,L,2,3,Arsenal,1.9,1.2,49.0,60296.0,Leighton Baines,4-4-2,Stuart Attwell,Match Report,,17.0,5.0,15.1,0.0,0,0,2022,Everton
32,2020-03-01,14:00,Premier League,Matchweek 28,Sun,Home,D,1,1,Manchester Utd,2.3,1.0,45.0,39374.0,Séamus Coleman,4-4-2,Chris Kavanagh,Match Report,,16.0,5.0,15.2,2.0,0,0,2022,Everton
33,2020-03-08,14:00,Premier League,Matchweek 29,Sun,Away,L,0,4,Chelsea,0.6,1.9,39.0,40694.0,Gylfi Sigurðsson,4-4-2,Kevin Friend,Match Report,,4.0,2.0,17.2,0.0,0,0,2022,Everton
34,2020-06-21,19:00,Premier League,Matchweek 30,Sun,Home,D,0,0,Liverpool,1.3,0.8,30.0,,Séamus Coleman,4-4-2,Mike Dean,Match Report,,9.0,3.0,10.4,0.0,0,0,2022,Everton
35,2020-06-24,18:00,Premier League,Matchweek 31,Wed,Away,W,1,0,Norwich City,0.8,0.4,53.0,,Séamus Coleman,4-4-2,Andy Madley,Match Report,,12.0,5.0,15.3,1.0,0,0,2022,Everton
36,2020-07-01,18:00,Premier League,Matchweek 32,Wed,Home,W,2,1,Leicester City,1.1,1.6,36.0,,Séamus Coleman,4-4-2,David Coote,Match Report,,6.0,2.0,18.3,0.0,1,1,2022,Everton
37,2020-07-06,20:00,Premier League,Matchweek 33,Mon,Away,L,0,1,Tottenham,0.4,0.6,48.0,,Séamus Coleman,4-4-2,Graham Scott,Match Report,,11.0,3.0,21.2,1.0,0,0,2022,Everton
38,2020-07-09,18:00,Premier League,Matchweek 34,Thu,Home,D,1,1,Southampton,1.0,2.4,39.0,,Séamus Coleman,4-4-2,Lee Mason,Match Report,,11.0,3.0,18.3,2.0,0,0,2022,Everton
39,2020-07-12,12:00,Premier League,Matchweek 35,Sun,Away,L,0,3,Wolves,0.3,2.4,44.0,,Leighton Baines,3-5-2,Anthony Taylor,Match Report,,6.0,2.0,14.7,0.0,0,0,2022,Everton
40,2020-07-16,18:00,Premier League,Matchweek 36,Thu,Home,D,1,1,Aston Villa,0.6,1.5,55.0,,Séamus Coleman,4-4-2,Anthony Taylor,Match Report,,9.0,1.0,16.4,0.0,0,0,2022,Everton
41,2020-07-20,18:00,Premier League,Matchweek 37,Mon,Away,W,1,0,Sheffield Utd,0.3,0.5,49.0,,Gylfi Sigurðsson,4-4-2,Stuart Attwell,Match Report,,5.0,2.0,14.8,0.0,0,0,2022,Everton
42,2020-07-26,16:00,Premier League,Matchweek 38,Sun,Home,L,1,3,Bournemouth,2.2,1.8,69.0,,Séamus Coleman,4-2-3-1,Chris Kavanagh,Match Report,,13.0,5.0,12.5,0.0,0,0,2022,Everton
